n_estimators,max_depth,learning_rate,subsample,colsample_bytree,min_child_weight,gamma,reg_alpha,reg_lambda,best_cv_r2,test_r2,test_mae,test_rmse
1093,11,0.006735271088169075,0.678961924499456,0.5137110324735935,3,0.23544198292825275,6.223634731259061e-07,2.518570298794569e-07,0.775935834472347,0.8221325906314245,0.4860776978638643,0.6460235578520805
