Feature,MeanAbsSHAP
Bit_691,5.0985796e-05
Bit_1377,5.05921e-05
Bit_423,4.9951745e-05
Bit_1605,4.890153e-05
Bit_161,4.8447688e-05
Bit_946,4.7924397e-05
Bit_117,4.7430272e-05
Bit_998,4.6931716e-05
Bit_210,4.6892488e-05
Bit_1735,4.6735102e-05
Bit_46,4.672947e-05
Bit_250,4.6005476e-05
Bit_1814,4.595518e-05
Bit_1430,4.5745503e-05
Bit_865,4.5020126e-05
Bit_1437,4.4475604e-05
Bit_1574,4.426235e-05
Bit_1623,4.3922384e-05
Bit_814,4.3786367e-05
Bit_263,4.364832e-05
Bit_860,4.3455188e-05
Bit_35,4.2953616e-05
Bit_166,4.242628e-05
Bit_1112,4.1308518e-05
Bit_82,4.123072e-05
Bit_12,4.104491e-05
Bit_1551,4.0966166e-05
Bit_1006,4.0949755e-05
Bit_619,3.9871356e-05
Bit_254,3.9678893e-05
Bit_259,3.946482e-05
Bit_152,3.9455674e-05
Bit_125,3.9433395e-05
Bit_2046,3.9313592e-05
Bit_1498,3.9252904e-05
Bit_815,3.860151e-05
Bit_543,3.8248072e-05
Bit_232,3.816261e-05
Bit_712,3.7383663e-05
Bit_2020,3.733255e-05
Bit_594,3.720283e-05
Bit_332,3.6765752e-05
Bit_1575,3.645233e-05
Bit_10,3.63438e-05
Bit_81,3.6259982e-05
Bit_1768,3.595408e-05
Bit_20,3.5939524e-05
Bit_617,3.5901743e-05
Bit_800,3.565641e-05
Bit_1729,3.5651e-05
Bit_1699,3.54777e-05
Bit_576,3.5399084e-05
Bit_1615,3.5158824e-05
Bit_1628,3.509989e-05
Bit_1196,3.509605e-05
Bit_1158,3.48783e-05
Bit_862,3.4395372e-05
Bit_187,3.3684668e-05
Bit_723,3.3393153e-05
Bit_244,3.3227494e-05
Bit_1237,3.2734075e-05
Bit_268,3.252085e-05
Bit_1751,3.2378477e-05
Bit_1569,3.1811393e-05
Bit_379,3.1628595e-05
Bit_952,3.160538e-05
Bit_318,3.1475018e-05
Bit_426,3.1143696e-05
Bit_948,3.096616e-05
Bit_1214,3.0879768e-05
Bit_470,3.0516854e-05
Bit_420,3.0401905e-05
Bit_798,3.039835e-05
Bit_1456,2.9832861e-05
Bit_1156,2.939721e-05
Bit_339,2.9340994e-05
Bit_2045,2.9056517e-05
Bit_1809,2.894416e-05
Bit_181,2.8805905e-05
Bit_1155,2.7927908e-05
Bit_1423,2.7613949e-05
Bit_1859,2.7496704e-05
Bit_968,2.7315702e-05
Bit_1301,2.716408e-05
Bit_264,2.6950109e-05
Bit_1436,2.693434e-05
Bit_209,2.6786362e-05
Bit_1501,2.6503181e-05
Bit_298,2.6481286e-05
Bit_1211,2.5968546e-05
Bit_1090,2.5945948e-05
Bit_625,2.5875344e-05
Bit_1554,2.5611234e-05
Bit_1336,2.5448599e-05
Bit_1981,2.5405241e-05
Bit_321,2.536764e-05
Bit_367,2.459589e-05
Bit_1099,2.4581226e-05
Bit_665,2.4419114e-05
Bit_1454,2.4383793e-05
Bit_186,2.4052428e-05
Bit_122,2.3990935e-05
Bit_844,2.395674e-05
Bit_1862,2.3662562e-05
Bit_1337,2.3176728e-05
Bit_1045,2.3173892e-05
Bit_1579,2.3134491e-05
Bit_1677,2.3094479e-05
Bit_1581,2.2926828e-05
Bit_495,2.2808277e-05
Bit_1166,2.2780332e-05
Bit_158,2.25961e-05
Bit_944,2.2408736e-05
Bit_17,2.1958569e-05
Bit_344,2.1510577e-05
Bit_450,2.0997735e-05
Bit_1857,2.0855192e-05
Bit_1828,2.0822443e-05
Bit_587,2.0642656e-05
Bit_641,2.043517e-05
Bit_1026,2.0433725e-05
Bit_224,2.0418409e-05
Bit_1005,2.0361125e-05
Bit_200,2.0323227e-05
Bit_662,2.0291815e-05
Bit_228,1.9771429e-05
Bit_150,1.9659987e-05
Bit_1021,1.9416919e-05
Bit_1408,1.9037148e-05
Bit_1886,1.8994659e-05
Bit_1254,1.8897781e-05
Bit_1188,1.8829347e-05
Bit_1113,1.8576551e-05
Bit_701,1.834072e-05
Bit_1041,1.8033983e-05
Bit_1200,1.8008226e-05
Bit_436,1.793504e-05
Bit_385,1.7908544e-05
Bit_1630,1.7824248e-05
Bit_153,1.7441807e-05
Bit_489,1.703388e-05
Bit_1232,1.7003531e-05
Bit_320,1.6676306e-05
Bit_363,1.6591079e-05
Bit_1247,1.6235832e-05
Bit_217,1.6013271e-05
Bit_1497,1.5817834e-05
Bit_1390,1.5812524e-05
Bit_196,1.5730695e-05
Bit_1583,1.5726026e-05
Bit_666,1.571448e-05
Bit_24,1.568889e-05
Bit_1364,1.5339123e-05
Bit_277,1.5231387e-05
Bit_1318,1.5189278e-05
Bit_749,1.4570089e-05
Bit_22,1.4506951e-05
Bit_929,1.44648875e-05
Bit_47,1.4427917e-05
Bit_1689,1.4169697e-05
Bit_1036,1.413034e-05
Bit_132,1.41022065e-05
Bit_1570,1.4099441e-05
Bit_1334,1.4095004e-05
Bit_19,1.4083444e-05
Bit_372,1.40056745e-05
Bit_271,1.395419e-05
Bit_375,1.3774403e-05
Bit_451,1.3472823e-05
Bit_189,1.3448734e-05
Bit_171,1.3427526e-05
Bit_229,1.3374974e-05
Bit_275,1.3139791e-05
Bit_858,1.252147e-05
Bit_341,1.2441633e-05
Bit_771,1.2322884e-05
Bit_752,1.2264625e-05
Bit_1571,1.2232932e-05
Bit_509,1.2044375e-05
Bit_223,1.1999068e-05
Bit_1189,1.1747222e-05
Bit_194,1.1502455e-05
Bit_780,1.1419443e-05
Bit_120,1.1352363e-05
Bit_658,1.1319571e-05
Bit_23,1.1307058e-05
Bit_296,1.1257825e-05
Bit_1361,1.1248286e-05
Bit_1344,1.1123582e-05
Bit_558,1.0966931e-05
Bit_1175,1.087539e-05
Bit_247,1.0853012e-05
Bit_1404,1.0741948e-05
Bit_1885,1.06946445e-05
Bit_877,1.0691599e-05
Bit_290,1.064578e-05
Bit_316,1.0232655e-05
Bit_75,1.01994465e-05
Bit_1966,1.0169492e-05
Bit_833,1.0129485e-05
Bit_855,1.0063862e-05
Bit_503,9.993236e-06
Bit_131,9.911929e-06
Bit_1813,9.870932e-06
Bit_71,9.84266e-06
Bit_177,9.621179e-06
Bit_317,9.606614e-06
Bit_248,9.551237e-06
Bit_1210,9.504271e-06
Bit_1289,9.321966e-06
Bit_138,9.019653e-06
Bit_1209,8.872765e-06
Bit_963,8.787023e-06
Bit_500,8.635694e-06
Bit_1587,8.486686e-06
Bit_15,8.176776e-06
Bit_356,8.150145e-06
Bit_686,7.852668e-06
Bit_1800,7.669452e-06
Bit_612,7.632217e-06
Bit_358,7.576684e-06
Bit_696,7.4518834e-06
Bit_570,7.2370476e-06
Bit_678,7.2068156e-06
Bit_1290,6.918203e-06
Bit_923,6.8662785e-06
Bit_1997,6.549621e-06
Bit_1650,6.4097485e-06
Bit_273,6.3951147e-06
Bit_1139,6.39099e-06
Bit_421,6.378774e-06
Bit_411,6.114289e-06
Bit_1022,6.068423e-06
Bit_848,6.0491666e-06
Bit_410,5.8129617e-06
Bit_336,5.7432944e-06
Bit_882,5.6924277e-06
Bit_1107,5.5653136e-06
Bit_127,5.52766e-06
Bit_182,5.430668e-06
Bit_156,5.3904296e-06
Bit_559,5.298405e-06
Bit_185,5.2019604e-06
Bit_276,5.0651834e-06
Bit_1460,5.021696e-06
Bit_512,4.9254895e-06
Bit_633,4.9041255e-06
Bit_1253,4.707735e-06
Bit_763,4.57086e-06
Bit_101,4.524819e-06
Bit_452,4.2563593e-06
Bit_173,4.216252e-06
Bit_261,4.135698e-06
Bit_382,3.8768644e-06
Bit_348,3.8757107e-06
Bit_789,3.87504e-06
Bit_1054,3.4375805e-06
Bit_212,3.1888958e-06
Bit_338,3.1186303e-06
Bit_129,3.1040306e-06
Bit_1347,2.967577e-06
Bit_267,2.8001434e-06
Bit_221,2.6447183e-06
Bit_414,2.584751e-06
Bit_645,2.5530126e-06
Bit_112,2.5084285e-06
Bit_285,2.4795286e-06
Bit_175,2.4614314e-06
Bit_1271,2.359357e-06
Bit_269,2.2347976e-06
Bit_405,2.1068438e-06
Bit_1877,2.0856567e-06
Bit_914,1.8879111e-06
Bit_755,1.8724492e-06
Bit_91,1.6913981e-06
Bit_1753,1.6546975e-06
Bit_151,1.4860033e-06
Bit_179,2.0258898e-07
Bit_1580,0.0
Bit_1656,0.0
Bit_1578,0.0
Bit_1710,0.0
Bit_1655,0.0
Bit_398,0.0
Bit_1711,0.0
Bit_1713,0.0
Bit_1714,0.0
Bit_359,0.0
Bit_360,0.0
Bit_374,0.0
Bit_369,0.0
Bit_397,0.0
Bit_370,0.0
Bit_331,0.0
Bit_329,0.0
Bit_388,0.0
Bit_1652,0.0
Bit_1731,0.0
Bit_1732,0.0
Bit_1669,0.0
Bit_1668,0.0
Bit_347,0.0
Bit_1664,0.0
Bit_1662,0.0
Bit_349,0.0
Bit_353,0.0
Bit_1585,0.0
Bit_355,0.0
Bit_1651,0.0
Bit_306,0.0
Bit_1642,0.0
Bit_307,0.0
Bit_1705,0.0
Bit_1706,0.0
Bit_1707,0.0
Bit_1708,0.0
Bit_1661,0.0
Bit_1643,0.0
Bit_1644,0.0
Bit_1647,0.0
Bit_1682,0.0
Bit_1584,0.0
Bit_399,0.0
Bit_1672,0.0
Bit_400,0.0
Bit_404,0.0
Bit_1608,0.0
Bit_1703,0.0
Bit_1702,0.0
Bit_1610,0.0
Bit_1611,0.0
Bit_1591,0.0
Bit_1680,0.0
Bit_422,0.0
Bit_1612,0.0
Bit_418,0.0
Bit_1613,0.0
Bit_1698,0.0
Bit_1622,0.0
Bit_1692,0.0
Bit_377,0.0
Bit_1690,0.0
Bit_1687,0.0
Bit_376,0.0
Bit_340,0.0
Bit_1681,0.0
Bit_395,0.0
Bit_1716,0.0
Bit_393,0.0
Bit_311,0.0
Bit_1679,0.0
Bit_1678,0.0
Bit_1676,0.0
Bit_1675,0.0
Bit_1624,0.0
Bit_1674,0.0
Bit_1592,0.0
Bit_1625,0.0
Bit_1599,0.0
Bit_1626,0.0
Bit_1598,0.0
Bit_1596,0.0
Bit_1632,0.0
Bit_1633,0.0
Bit_1636,0.0
Bit_1641,0.0
Bit_337,0.0
Bit_1593,0.0
Bit_1606,0.0
Bit_169,0.0
Bit_1926,0.0
Bit_1924,0.0
Bit_1918,0.0
Bit_1916,0.0
Bit_1914,0.0
Bit_1942,0.0
Bit_1940,0.0
Bit_1938,0.0
Bit_1937,0.0
Bit_1936,0.0
Bit_1586,0.0
Bit_1933,0.0
Bit_1931,0.0
Bit_1930,0.0
Bit_1929,0.0
Bit_1927,0.0
Bit_137,0.0
Bit_136,0.0
Bit_1958,0.0
Bit_1955,0.0
Bit_1952,0.0
Bit_1950,0.0
Bit_1935,0.0
Bit_211,0.0
Bit_183,0.0
Bit_1894,0.0
Bit_1893,0.0
Bit_1891,0.0
Bit_1890,0.0
Bit_1889,0.0
Bit_1883,0.0
Bit_1882,0.0
Bit_1913,0.0
Bit_1912,0.0
Bit_176,0.0
Bit_1909,0.0
Bit_1907,0.0
Bit_1906,0.0
Bit_1904,0.0
Bit_1903,0.0
Bit_1902,0.0
Bit_1901,0.0
Bit_1899,0.0
Bit_1897,0.0
Bit_1896,0.0
Bit_195,0.0
Bit_178,0.0
Bit_1910,0.0
Bit_2002,0.0
Bit_2001,0.0
Bit_1992,0.0
Bit_72,0.0
Bit_2019,0.0
Bit_2016,0.0
Bit_2015,0.0
Bit_2014,0.0
Bit_2013,0.0
Bit_2012,0.0
Bit_2010,0.0
Bit_1949,0.0
Bit_53,0.0
Bit_49,0.0
Bit_2038,0.0
Bit_2037,0.0
Bit_2032,0.0
Bit_2031,0.0
Bit_2030,0.0
Bit_2029,0.0
Bit_2026,0.0
Bit_2025,0.0
Bit_2024,0.0
Bit_2023,0.0
Bit_2008,0.0
Bit_1947,0.0
Bit_1945,0.0
Bit_1944,0.0
Bit_126,0.0
Bit_124,0.0
Bit_1974,0.0
Bit_1973,0.0
Bit_1969,0.0
Bit_1968,0.0
Bit_1967,0.0
Bit_1965,0.0
Bit_2003,0.0
Bit_98,0.0
Bit_1990,0.0
Bit_1989,0.0
Bit_1987,0.0
Bit_1979,0.0
Bit_1976,0.0
Bit_113,0.0
Bit_111,0.0
Bit_108,0.0
Bit_134,0.0
Bit_40,0.0
Bit_2006,0.0
Bit_1963,0.0
Bit_1757,0.0
Bit_1752,0.0
Bit_1785,0.0
Bit_1784,0.0
Bit_1782,0.0
Bit_1780,0.0
Bit_1779,0.0
Bit_1777,0.0
Bit_1776,0.0
Bit_1774,0.0
Bit_1767,0.0
Bit_1864,0.0
Bit_256,0.0
Bit_1798,0.0
Bit_1797,0.0
Bit_1795,0.0
Bit_1794,0.0
Bit_1792,0.0
Bit_1789,0.0
Bit_1788,0.0
Bit_1787,0.0
Bit_1786,0.0
Bit_1819,0.0
Bit_274,0.0
Bit_1728,0.0
Bit_1727,0.0
Bit_1725,0.0
Bit_1723,0.0
Bit_1719,0.0
Bit_326,0.0
Bit_324,0.0
Bit_1749,0.0
Bit_1748,0.0
Bit_1746,0.0
Bit_1744,0.0
Bit_1758,0.0
Bit_1741,0.0
Bit_1740,0.0
Bit_1739,0.0
Bit_1736,0.0
Bit_287,0.0
Bit_279,0.0
Bit_308,0.0
Bit_272,0.0
Bit_1766,0.0
Bit_1764,0.0
Bit_1763,0.0
Bit_1761,0.0
Bit_1743,0.0
Bit_1841,0.0
Bit_1838,0.0
Bit_1837,0.0
Bit_1836,0.0
Bit_1835,0.0
Bit_1834,0.0
Bit_1861,0.0
Bit_1860,0.0
Bit_1858,0.0
Bit_1851,0.0
Bit_1850,0.0
Bit_1818,0.0
Bit_1881,0.0
Bit_1880,0.0
Bit_1879,0.0
Bit_1878,0.0
Bit_1875,0.0
Bit_1873,0.0
Bit_1872,0.0
Bit_1871,0.0
Bit_1870,0.0
Bit_1869,0.0
Bit_1868,0.0
Bit_1865,0.0
Bit_1848,0.0
Bit_1815,0.0
Bit_1812,0.0
Bit_1807,0.0
Bit_1806,0.0
Bit_1805,0.0
Bit_1802,0.0
Bit_258,0.0
Bit_246,0.0
Bit_239,0.0
Bit_238,0.0
Bit_236,0.0
Bit_1842,0.0
Bit_1830,0.0
Bit_1829,0.0
Bit_1827,0.0
Bit_1826,0.0
Bit_1824,0.0
Bit_1822,0.0
Bit_1821,0.0
Bit_220,0.0
Bit_215,0.0
Bit_1845,0.0
Bit_1844,0.0
Bit_1843,0.0
Bit_234,0.0
Bit_1115,0.0
Bit_1111,0.0
Bit_773,0.0
Bit_772,0.0
Bit_770,0.0
Bit_768,0.0
Bit_765,0.0
Bit_764,0.0
Bit_762,0.0
Bit_761,0.0
Bit_1140,0.0
Bit_1138,0.0
Bit_1137,0.0
Bit_33,0.0
Bit_1134,0.0
Bit_727,0.0
Bit_1153,0.0
Bit_1151,0.0
Bit_1147,0.0
Bit_1146,0.0
Bit_757,0.0
Bit_756,0.0
Bit_754,0.0
Bit_746,0.0
Bit_1180,0.0
Bit_1178,0.0
Bit_1177,0.0
Bit_1135,0.0
Bit_791,0.0
Bit_1092,0.0
Bit_1091,0.0
Bit_1084,0.0
Bit_1081,0.0
Bit_1080,0.0
Bit_786,0.0
Bit_785,0.0
Bit_778,0.0
Bit_776,0.0
Bit_1109,0.0
Bit_1105,0.0
Bit_1103,0.0
Bit_1117,0.0
Bit_1100,0.0
Bit_1098,0.0
Bit_1095,0.0
Bit_806,0.0
Bit_1132,0.0
Bit_1129,0.0
Bit_1127,0.0
Bit_1126,0.0
Bit_1125,0.0
Bit_1124,0.0
Bit_1123,0.0
Bit_1122,0.0
Bit_1121,0.0
Bit_1118,0.0
Bit_1102,0.0
Bit_705,0.0
Bit_702,0.0
Bit_700,0.0
Bit_698,0.0
Bit_697,0.0
Bit_1220,0.0
Bit_1219,0.0
Bit_1218,0.0
Bit_1217,0.0
Bit_1215,0.0
Bit_1213,0.0
Bit_683,0.0
Bit_681,0.0
Bit_1174,0.0
Bit_1234,0.0
Bit_1230,0.0
Bit_1229,0.0
Bit_1228,0.0
Bit_1227,0.0
Bit_1226,0.0
Bit_1225,0.0
Bit_1223,0.0
Bit_710,0.0
Bit_709,0.0
Bit_668,0.0
Bit_1251,0.0
Bit_1250,0.0
Bit_1235,0.0
Bit_1170,0.0
Bit_1167,0.0
Bit_1165,0.0
Bit_1161,0.0
Bit_1159,0.0
Bit_732,0.0
Bit_731,0.0
Bit_730,0.0
Bit_729,0.0
Bit_726,0.0
Bit_722,0.0
Bit_719,0.0
Bit_716,0.0
Bit_707,0.0
Bit_1186,0.0
Bit_1185,0.0
Bit_1183,0.0
Bit_1182,0.0
Bit_1212,0.0
Bit_1207,0.0
Bit_1204,0.0
Bit_1203,0.0
Bit_1202,0.0
Bit_1198,0.0
Bit_1197,0.0
Bit_1194,0.0
Bit_1192,0.0
Bit_1191,0.0
Bit_1190,0.0
Bit_954,0.0
Bit_953,0.0
Bit_985,0.0
Bit_982,0.0
Bit_977,0.0
Bit_971,0.0
Bit_969,0.0
Bit_902,0.0
Bit_900,0.0
Bit_897,0.0
Bit_894,0.0
Bit_889,0.0
Bit_917,0.0
Bit_792,0.0
Bit_874,0.0
Bit_873,0.0
Bit_872,0.0
Bit_871,0.0
Bit_997,0.0
Bit_995,0.0
Bit_993,0.0
Bit_992,0.0
Bit_990,0.0
Bit_989,0.0
Bit_986,0.0
Bit_861,0.0
Bit_857,0.0
Bit_880,0.0
Bit_0,0.0
Bit_924,0.0
Bit_922,0.0
Bit_921,0.0
Bit_920,0.0
Bit_919,0.0
Bit_2047,0.0
Bit_2042,0.0
Bit_2039,0.0
Bit_18,0.0
Bit_951,0.0
Bit_939,0.0
Bit_938,0.0
Bit_956,0.0
Bit_934,0.0
Bit_933,0.0
Bit_928,0.0
Bit_925,0.0
Bit_911,0.0
Bit_907,0.0
Bit_906,0.0
Bit_904,0.0
Bit_966,0.0
Bit_964,0.0
Bit_962,0.0
Bit_959,0.0
Bit_958,0.0
Bit_957,0.0
Bit_936,0.0
Bit_808,0.0
Bit_1062,0.0
Bit_1061,0.0
Bit_1059,0.0
Bit_1051,0.0
Bit_834,0.0
Bit_830,0.0
Bit_829,0.0
Bit_827,0.0
Bit_854,0.0
Bit_1079,0.0
Bit_1078,0.0
Bit_1075,0.0
Bit_856,0.0
Bit_1071,0.0
Bit_1069,0.0
Bit_1068,0.0
Bit_1067,0.0
Bit_1065,0.0
Bit_822,0.0
Bit_821,0.0
Bit_820,0.0
Bit_819,0.0
Bit_817,0.0
Bit_805,0.0
Bit_799,0.0
Bit_796,0.0
Bit_1074,0.0
Bit_1014,0.0
Bit_1012,0.0
Bit_1010,0.0
Bit_1009,0.0
Bit_1007,0.0
Bit_1002,0.0
Bit_999,0.0
Bit_1032,0.0
Bit_1030,0.0
Bit_1029,0.0
Bit_1024,0.0
Bit_1023,0.0
Bit_1018,0.0
Bit_812,0.0
Bit_1015,0.0
Bit_870,0.0
Bit_868,0.0
Bit_866,0.0
Bit_851,0.0
Bit_850,0.0
Bit_847,0.0
Bit_846,0.0
Bit_842,0.0
Bit_840,0.0
Bit_839,0.0
Bit_1044,0.0
Bit_1038,0.0
Bit_1037,0.0
Bit_1016,0.0
Bit_1474,0.0
Bit_1473,0.0
Bit_1472,0.0
Bit_1471,0.0
Bit_1470,0.0
Bit_1469,0.0
Bit_1467,0.0
Bit_1466,0.0
Bit_1464,0.0
Bit_1463,0.0
Bit_1495,0.0
Bit_1491,0.0
Bit_1490,0.0
Bit_1248,0.0
Bit_1485,0.0
Bit_1484,0.0
Bit_1483,0.0
Bit_481,0.0
Bit_480,0.0
Bit_478,0.0
Bit_477,0.0
Bit_499,0.0
Bit_467,0.0
Bit_462,0.0
Bit_460,0.0
Bit_459,0.0
Bit_458,0.0
Bit_1488,0.0
Bit_1416,0.0
Bit_550,0.0
Bit_549,0.0
Bit_546,0.0
Bit_544,0.0
Bit_1448,0.0
Bit_1443,0.0
Bit_1442,0.0
Bit_1439,0.0
Bit_1438,0.0
Bit_1434,0.0
Bit_1432,0.0
Bit_1431,0.0
Bit_1478,0.0
Bit_531,0.0
Bit_530,0.0
Bit_528,0.0
Bit_527,0.0
Bit_518,0.0
Bit_517,0.0
Bit_516,0.0
Bit_515,0.0
Bit_511,0.0
Bit_506,0.0
Bit_1462,0.0
Bit_1455,0.0
Bit_498,0.0
Bit_493,0.0
Bit_534,0.0
Bit_454,0.0
Bit_453,0.0
Bit_435,0.0
Bit_434,0.0
Bit_433,0.0
Bit_431,0.0
Bit_430,0.0
Bit_429,0.0
Bit_427,0.0
Bit_1558,0.0
Bit_1556,0.0
Bit_1552,0.0
Bit_1550,0.0
Bit_1510,0.0
Bit_1577,0.0
Bit_1576,0.0
Bit_1568,0.0
Bit_1566,0.0
Bit_1565,0.0
Bit_1563,0.0
Bit_1562,0.0
Bit_1560,0.0
Bit_1559,0.0
Bit_417,0.0
Bit_413,0.0
Bit_1590,0.0
Bit_1588,0.0
Bit_1549,0.0
Bit_1508,0.0
Bit_1505,0.0
Bit_1499,0.0
Bit_1496,0.0
Bit_447,0.0
Bit_445,0.0
Bit_444,0.0
Bit_443,0.0
Bit_442,0.0
Bit_439,0.0
Bit_1526,0.0
Bit_1525,0.0
Bit_1524,0.0
Bit_1527,0.0
Bit_1522,0.0
Bit_1520,0.0
Bit_1514,0.0
Bit_1513,0.0
Bit_468,0.0
Bit_1548,0.0
Bit_1547,0.0
Bit_1546,0.0
Bit_1545,0.0
Bit_1544,0.0
Bit_1541,0.0
Bit_1533,0.0
Bit_1531,0.0
Bit_1529,0.0
Bit_1523,0.0
Bit_1315,0.0
Bit_1312,0.0
Bit_1311,0.0
Bit_1310,0.0
Bit_1306,0.0
Bit_1304,0.0
Bit_1303,0.0
Bit_608,0.0
Bit_607,0.0
Bit_605,0.0
Bit_604,0.0
Bit_600,0.0
Bit_630,0.0
Bit_1418,0.0
Bit_1335,0.0
Bit_1333,0.0
Bit_1332,0.0
Bit_1331,0.0
Bit_1330,0.0
Bit_1327,0.0
Bit_1324,0.0
Bit_1323,0.0
Bit_1321,0.0
Bit_1320,0.0
Bit_593,0.0
Bit_585,0.0
Bit_584,0.0
Bit_1339,0.0
Bit_1246,0.0
Bit_1244,0.0
Bit_1242,0.0
Bit_685,0.0
Bit_659,0.0
Bit_651,0.0
Bit_647,0.0
Bit_1269,0.0
Bit_1268,0.0
Bit_1266,0.0
Bit_1259,0.0
Bit_670,0.0
Bit_669,0.0
Bit_1319,0.0
Bit_634,0.0
Bit_631,0.0
Bit_1286,0.0
Bit_1280,0.0
Bit_1278,0.0
Bit_1277,0.0
Bit_1275,0.0
Bit_628,0.0
Bit_626,0.0
Bit_616,0.0
Bit_1300,0.0
Bit_1293,0.0
Bit_1291,0.0
Bit_1288,0.0
Bit_635,0.0
Bit_563,0.0
Bit_560,0.0
Bit_553,0.0
Bit_1398,0.0
Bit_1396,0.0
Bit_1395,0.0
Bit_1394,0.0
Bit_1393,0.0
Bit_1392,0.0
Bit_542,0.0
Bit_540,0.0
Bit_539,0.0
Bit_538,0.0
Bit_1346,0.0
Bit_1413,0.0
Bit_1409,0.0
Bit_1407,0.0
Bit_1406,0.0
Bit_1402,0.0
Bit_1400,0.0
Bit_566,0.0
Bit_520,0.0
Bit_1429,0.0
Bit_1428,0.0
Bit_1426,0.0
Bit_1425,0.0
Bit_1424,0.0
Bit_1419,0.0
Bit_536,0.0
Bit_1345,0.0
Bit_1343,0.0
Bit_1342,0.0
Bit_1340,0.0
Bit_578,0.0
Bit_577,0.0
Bit_573,0.0
Bit_569,0.0
Bit_568,0.0
Bit_1363,0.0
Bit_1359,0.0
Bit_1356,0.0
Bit_1355,0.0
Bit_564,0.0
Bit_1388,0.0
Bit_1383,0.0
Bit_1381,0.0
Bit_1379,0.0
Bit_1378,0.0
Bit_1376,0.0
Bit_1375,0.0
Bit_1374,0.0
Bit_1372,0.0
Bit_1371,0.0
Bit_1369,0.0
Bit_1367,0.0
Bit_582,0.0
Bit_565,0.0
Bit_1354,0.0
