Feature,Importance
Bit_1153,0.00026544562
Bit_1040,0.000265057
Bit_1999,0.0002646081
Bit_2040,0.0002644244
Bit_520,0.00026401583
Bit_130,0.00026390742
Bit_140,0.0002638657
Bit_497,0.0002631611
Bit_1899,0.00026308245
Bit_584,0.00026106625
Bit_433,0.00026101002
Bit_42,0.0002608323
Bit_1892,0.00025962075
Bit_309,0.0002594482
Bit_148,0.0002593923
Bit_1147,0.00025895817
Bit_1155,0.000257916
Bit_1616,0.00025768855
Bit_994,0.00025649782
Bit_1624,0.00025539307
Bit_1110,0.00025509583
Bit_276,0.00025427522
Bit_1222,0.00025420226
Bit_1654,0.00025394475
Bit_93,0.0002534072
Bit_1518,0.00025215853
Bit_947,0.00025169703
Bit_1512,0.00025140287
Bit_1141,0.00025121635
Bit_1759,0.00025098762
Bit_606,0.00024885254
Bit_1932,0.00024834205
Bit_1120,0.00024810497
Bit_509,0.000247866
Bit_858,0.00024765058
Bit_500,0.00024699006
Bit_1919,0.0002468407
Bit_942,0.00024681643
Bit_172,0.0002467901
Bit_1655,0.00024645383
Bit_1276,0.00024631995
Bit_1232,0.00024538758
Bit_2011,0.0002445761
Bit_615,0.00024416117
Bit_281,0.0002437865
Bit_1503,0.00024256484
Bit_475,0.00024192242
Bit_88,0.00024108894
Bit_165,0.00023970091
Bit_1721,0.00023874694
Bit_1957,0.00023862005
Bit_791,0.00023798355
Bit_293,0.00023780568
Bit_1008,0.00023698815
Bit_1823,0.0002363829
Bit_1275,0.0002359398
Bit_515,0.00023586753
Bit_1436,0.00023564277
Bit_1937,0.00023552935
Bit_766,0.00023464698
Bit_1555,0.00023438077
Bit_1272,0.00023422296
Bit_1362,0.00023379504
Bit_234,0.00023347934
Bit_205,0.00023319307
Bit_368,0.00023292724
Bit_108,0.00023250937
Bit_1076,0.00023208621
Bit_173,0.00023204838
Bit_1273,0.00023124438
Bit_441,0.00023109495
Bit_1350,0.00023081466
Bit_1397,0.00022974836
Bit_720,0.00022971028
Bit_1715,0.00022955268
Bit_206,0.00022924681
Bit_1700,0.00022784344
Bit_476,0.0002277905
Bit_595,0.0002255385
Bit_869,0.00022448318
Bit_425,0.00022426607
Bit_382,0.00022414004
Bit_131,0.00022315876
Bit_320,0.00022247924
Bit_1846,0.0002216929
Bit_1799,0.00022155157
Bit_1630,0.00022130128
Bit_1961,0.0002210206
Bit_1820,0.00022063259
Bit_1691,0.00021999293
Bit_831,0.0002198239
Bit_1433,0.00021971136
Bit_979,0.00021930625
Bit_1454,0.00021865469
Bit_860,0.00021694273
Bit_602,0.00021689023
Bit_691,0.00021609242
Bit_703,0.00021571087
Bit_797,0.00021552946
Bit_1666,0.0002153724
Bit_92,0.00021480782
Bit_180,0.00021467589
Bit_906,0.0002144636
Bit_380,0.00021288768
Bit_1227,0.00021276869
Bit_641,0.00021268026
Bit_642,0.00021230064
Bit_291,0.00021152415
Bit_481,0.0002110357
Bit_1818,0.0002096378
Bit_1077,0.00020933324
Bit_85,0.00020896789
Bit_1465,0.00020880031
Bit_614,0.00020789738
Bit_689,0.00020761375
Bit_1975,0.00020692227
Bit_90,0.00020674826
Bit_1671,0.00020673728
Bit_730,0.00020648062
Bit_943,0.000206347
Bit_654,0.00020614071
Bit_1557,0.00020511552
Bit_649,0.00020481648
Bit_1013,0.00020413795
Bit_266,0.00020308189
Bit_426,0.00020287787
Bit_349,0.00020283443
Bit_1126,0.00020280248
Bit_245,0.00020198274
Bit_1553,0.00020160421
Bit_848,0.00020027699
Bit_1031,0.00019994598
Bit_160,0.00019948398
