Smiles,pChEMBL Value,molecular_weight,logP,hydrogen_bond_acceptors,hydrogen_bond_donors,stereo_centers,tpsa,HydrationFreeEnergy_FreeSolv,Solubility_AqSolDB
C[C@H](CCc1ccc(O)cc1)NC(=O)Cc1c(-c2ccccc2)[nH]c2ccc(OCCCCN3CCCCC3)cc12,7.51,553.7470000000002,6.865400000000006,4,3,1,77.59,-16.906889,-4.6799583
C[C@H](CCc1ccc(O)cc1)NC(=O)Cc1c(-c2ccccc2)n(Cc2ccc(OCCN3CCCCC3)cc2)c2ccccc12,7.7,615.8180000000003,7.6069000000000075,4,2,1,66.72999999999999,-16.20177,-5.000302
C[C@H](CCc1ccc(O)cc1)NC(=O)Cc1c(-c2ccccc2)[nH]c2c(OCCN3CCCCC3)cccc12,6.36,525.6930000000003,6.085200000000006,4,3,1,77.59,-15.8671875,-4.8483763
C[C@H](CCc1ccc(O)cc1)NC(=O)Cc1c(-c2ccccc2)[nH]c2cc(OCCN3CCCCC3)ccc12,8.1,525.6930000000003,6.085200000000006,4,3,1,77.59,-16.651241,-4.7543807
CN(C)CCOc1ccc(C2=C3c4ccc(O)cc4CC3(Cc3ccccc3)CCC2=O)cc1,5.92,453.5820000000003,5.391500000000005,4,1,1,49.77,-14.231389,-5.1132545
CC1=C2c3ccc4[nH]ncc4c3CC2(Cc2ccccc2)CCC1=O,6.8,328.4150000000001,4.484500000000003,2,1,1,45.75,-12.791667,-5.5822597
CC1=C2c3ccc4[nH]ncc4c3CC2(Cc2ccc(F)cc2)CCC1=O,7.09,346.4050000000001,4.623600000000003,2,1,1,45.75,-12.318012,-5.8413806
O=C(CCCCCn1c(=S)[nH]c2ccccc2c1=O)N1CCC(N(Cc2ccccc2)c2ccccc2)CC1,6.92,540.7330000000002,6.317290000000007,4,1,0,61.34,-15.781621,-5.696748
CCCCCCCCNCCOc1ccc(/C(=C(/CC)c2ccccc2)c2ccc(O)cc2)cc1,7.28,471.6850000000002,8.090200000000008,3,2,0,41.489999999999995,-10.165106,-6.8278627
O/N=C/c1ccc(-c2ccc(O)c(F)c2)c2ccccc12,6.83,281286,4.159600000000002,3,2,0,52.82000000000001,-12.51679,-5.0531526
O=S(=O)(Oc1ccccc1)[C@H]1C[C@H]2O[C@@H]1C(c1ccc(O)cc1)=C2c1ccc(O)cc1,7.67,436.4850000000001,3.957100000000003,6,2,3,93.06000000000002,-14.390793,-5.4099984
Nc1ccc(-c2sc3cc(O)ccc3c2Oc2ccc(OCCN3CCCCC3)cc2)cc1,7.71,460.5990000000004,6.513100000000005,6,2,0,67.95,-14.511319,-5.258471
CS(=O)(=O)c1ccc(-c2sc3cc(O)ccc3c2Oc2ccc(OCCN3CCCCC3)cc2)cc1,7.57,523.6760000000005,6.334400000000006,7,1,0,76.07000000000001,-14.643237,-5.0246873
CCCCCCCCNCCOc1ccc(C(=O)c2c(-c3ccc(O)cc3)sc3cc(O)ccc23)cc1,7.31,517.6910000000003,7.5394000000000085,6,3,0,78.79,-15.018954,-5.3449745
COCc1cc(O)cc2c1O[C@@H](c1ccc(O)cc1)[C@H]1CCC[C@@H]21,7.96,326.3920000000001,4.261600000000002,4,2,3,58.92,-12.415327,-3.7273705
C=CCc1ccc(OC)c(-c2cc(C=O)cc(O)c2O)c1,4.32,284311,3.3144000000000027,4,2,0,66.76,-11.619868,-4.157987
O=C1[C@@H](Oc2ccccc2)[C@H](c2ccc(O)cc2)N1c1ccc(O)cc1,6.85,347.37000000000006,3.633300000000002,4,2,2,70.0,-14.526064,-4.2493033
Oc1ccc2nc(-c3ccc(O)c(F)c3)cc(Br)c2c1,6.55,334.14400000000006,4.214600000000001,3,2,0,53.35000000000001,-11.81748,-3.9530997
CC/C(=C(\c1ccc(O)cc1)c1ccc(/C=C/C(=O)O)cc1)c1ccccc1,8.27,370.44800000000004,5.859100000000005,2,2,0,57.53,-12.854185,-5.729094
Cc1ccc(NC(=O)CSc2nnc(-c3cnccn3)n2Cc2ccco2)cc1C,4.42,420.49800000000016,3.724040000000003,7,1,0,98.73,-12.144946,-4.480129
O=C(Oc1ccc(-c2cnc3ccccc3n2)cc1)c1ccc(Br)o1,5.16,395.21200000000005,4.871500000000002,5,0,0,65.22,-7.8430724,-5.678433
C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O,7.89,606.7820000000003,8.682600000000003,3,2,7,63.519999999999996,-10.287695,-5.456769
C[C@]12CCc3c(ccc4cc(O)ccc34)[C@@H]1CC[C@H]2O,8.1,268356,3.7362000000000033,2,2,3,40.46,-11.60054,-4.3785906
Cc1c(-c2ccc(C(F)(F)F)cc2)n(Cc2ccc(OCCN3CCCCC3)cc2)c2ccc(O)cc12,6.77,508.5840000000004,7.2541200000000075,3,1,0,37.629999999999995,-11.858926,-5.1125154
Cc1c(-c2ccc(O)c(F)c2)n(Cc2ccc(OCCN3CCCCC3)cc2)c2ccc(O)cc12,8.26,474.57600000000036,6.0800200000000055,4,2,0,57.86,-15.374292,-4.6177273
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,8.7,296.4100000000001,3.6126000000000023,2,2,5,40.46,-10.802549,-4.5626545
CCOC(=O)c1[nH]c2c(c1C)C(=O)CC(c1ccco1)C2,4.52,287.31500000000005,3.0055200000000015,4,1,1,72.30000000000001,-9.180906,-4.6746554
Fc1ccc(-c2nnc(-n3nnc4ccccc43)c3ccccc23)cc1,4.58,341.34900000000005,4.169800000000002,4,0,0,56.49,-8.482898,-6.188033
COc1cccc2sc(Nc3nnc(-c4ccc(F)cc4)o3)nc12,4.6,342.3550000000001,4.237600000000001,7,1,0,73.07,-7.22745,-6.2634535
Cc1ccc(NS(=O)(=O)c2cccc(C(=O)OCC(=O)NCc3ccco3)c2)cc1,4.51,428.4660000000002,2.862020000000001,6,2,0,114.71,-14.12528,-4.872519
O=S(=O)(/N=C(/Sc1ccccc1)c1ccccc1)c1ccccc1,4.99,353.4680000000001,4.614400000000003,3,0,0,46.5,-6.3959665,-5.7074904
CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,6.31,228291,3.423700000000002,2,2,0,40.46,-10.135892,-3.45501
CCC12CCC(=O)C(C)=C1c1ccc3[nH]nc(Br)c3c1C2,5.23,345.2400000000001,4.414300000000003,2,1,1,45.75,-11.37677,-5.0550833
OC[C@@]12CC=C[C@@H](C1)[C@H](c1ccc(O)cc1)CC2,6.26,244.33399999999997,3.214500000000002,2,2,3,40.46,-10.804903,-3.2904105
CCC12CCC(=O)C(Br)=C1c1ccc3[nH]nnc3c1C2,5.29,332201,3.3793000000000015,3,1,1,58.64,-12.851202,-5.4172173
O=C1CCC2(c3ccccc3)Cc3cc(O)ccc3C2=C1Br,6.95,355231,4.3552000000000035,2,1,1,37.3,-10.927213,-4.90825
CCCCC12CCC(=O)C(C(F)(F)F)=C1c1ccc(O)cc1C2,6.89,324.34200000000004,4.8037000000000045,2,1,1,37.3,-7.5030403,-5.237626
CCC12CCC(=O)C(Br)=C1c1ccc(O)cc1C2,6.5,307187,3.813600000000002,2,1,1,37.3,-9.868937,-4.5660605
CC1=C2c3ccc(O)cc3CC2(c2ccccc2)CCC1=O,6.32,290362,4.022700000000002,2,1,1,37.3,-10.738394,-4.0444617
CCCCC12CCC(=O)C(Br)=C1c1ccc3[nH]ncc3c1C2,5.85,359.2670000000001,4.7645000000000035,2,1,1,45.75,-11.511589,-6.0288696
CN(C)CCOc1ccc(/C(=C(/CCCO)c2ccccc2)c2ccc(O)cc2)cc1,5.59,417.54900000000004,5.064200000000006,4,2,0,52.93000000000001,-14.622337,-5.17716
CC(C)=CCc1c([C@H]2CCc3ccc(O)cc3O2)ccc(O)c1O,4.24,326.39200000000005,4.378400000000005,4,3,1,69.92,-14.059497,-3.9849725
O=C1c2ccc(O)cc2C(=O)N1c1ccc(O)c2ccccc12,5.58,305289,3.0516000000000014,4,2,0,77.84,-14.493437,-4.812009
O=c1c2c(O)cc(O)cc2ncn1-c1ccc(O)cc1,4.96,270.24399999999997,1.5024999999999997,5,3,0,95.58,-17.703527,-3.081559
Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CCCCC3)cc2)cc1,9.1,463.5990000000004,5.929600000000006,6,2,2,62.160000000000004,-15.928581,-3.8154888
C[C@H]1CN(CCOc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)C[C@@H]1C,9.3,477.6260000000002,6.031500000000007,6,2,4,62.16000000000001,-15.567813,-4.516483
O=C1C(c2ccc(O)cc2)=C(Br)c2c(O)cc(O)cc21,6.15,333137,3.2629,4,3,0,77.76,-14.180059,-4.396679
Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CC[C@@H]4C[C@@H]43)cc2)cc1,9.3,461.5830000000003,5.537900000000006,6,2,4,62.160000000000004,-17.03426,-4.0729876
CCC(=C(c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,9.6,387523,5.701700000000005,3,1,0,32.7,-11.861613,-5.1459374
Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CCC4(CC3)OCCO4)cc2)cc1,8.7,521.6350000000006,5.282600000000007,8,2,2,80.62,-17.394718,-4.0829444
CC1(c2ccc(OCCN3CCCCC3)cc2)c2ccc(O)cc2CCN1c1ccc(Cl)cc1,8.51,477.0480000000001,6.2365000000000075,4,1,1,35.940000000000005,-12.708946,-4.8408804
Oc1ccc(C2=Cc3cc(O)ccc3C23Cc2ccc(OCCN4CCCCC4)cc2C3)cc1,9.0,453.5820000000004,5.553300000000006,4,2,1,52.93,-15.760561,-4.881788
CC1=C2c3ccc(O)cc3C[C@@]23CC[C@H](C3)C1=O,6.1,240.3019999999999,3.091000000000001,2,1,2,37.3,-9.360808,-3.4558594
CCCCC12CCC(=O)C(c3ccco3)=C1c1ccc3[nH]nnc3c1C2,5.95,347.4180000000001,4.557300000000004,4,1,1,71.78,-12.270906,-6.2574763
C[C@@]12CCc3c(sc4cc(O)ccc34)[C@@H]1CC[C@H]2O,7.62,274385,3.797700000000003,3,2,3,40.46,-10.419573,-4.4747963
CC1=C2c3ccc4[nH]nnc4c3CC2(Cc2ccc(F)cc2)CCC1=O,6.47,347.3930000000001,4.018600000000003,3,1,1,58.64,-12.941279,-5.7226763
CC1=C2c3ccc(O)cc3CC2(Cc2ccccc2)CCC1=O,7.85,304.38900000000007,4.313800000000003,2,1,1,37.3,-10.500106,-4.65526
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,7.34,272.3879999999999,3.6092000000000026,2,2,5,40.46,-10.623899,-4.1662416
O=C1CCC2(Cc3ccc(Cl)cc3)Cc3cc(O)ccc3C2=C1c1ccc(OCCN2CCCCC2)cc1,7.54,528.0920000000004,6.969200000000009,4,1,1,49.77,-14.081316,-5.529437
CC1=C2c3ccc(O)cc3CC2(CC(C)C)CCC1=O,6.71,270.3719999999999,4.117200000000003,2,1,1,37.3,-9.083543,-4.234084
CCCCC(CCCC)(c1ccc(O)c(CC)c1)c1ccc(O)c(CC)c1,5.54,368.56100000000015,6.889100000000008,2,2,0,40.46,-8.552142,-5.9423156
CCC(CC)(c1ccc(O)cc1)c1ccc(O)cc1,7.07,256.34499999999997,4.203900000000003,2,2,0,40.46,-10.810224,-4.3683257
CCCCC(CCCC)(c1ccc(O)c(C)c1)c1ccc(O)c(C)c1,7.85,340.50700000000006,6.381140000000007,2,2,0,40.46,-9.567705,-5.484498
Cl.OCCC/C(=C(\c1ccc(O)cc1)c1ccc(C2CNC2)cc1)c1ccccc1,5.13,421.9680000000002,5.2324000000000055,3,3,0,52.49,-15.590357,-3.9770458
Cl.OCCC/C(=C(\c1ccc(O)cc1)c1ccc(C2CCN(C3CC3)C2)cc1)c1ccccc1,5.23,476.06000000000034,6.497300000000007,3,2,1,43.7,-14.625978,-4.7944984
CCC(=C(c1ccc(O)cc1)c1ccc(/C=C/C(=O)NCCCCNC(=O)CCc2nc3cc(OC)ccc3[nH]2)cc1)c1ccccc1,8.65,642.8000000000004,7.304800000000007,5,4,0,116.34,-20.555222,-5.882452
CCC(=C(c1ccc(O)cc1)c1ccc(/C=C/C(=O)NCCCNC(=O)CCc2nc3cc(O)ccc3[nH]2)cc1)c1ccccc1,8.56,614.7460000000003,6.611700000000007,5,5,0,127.34,-22.511776,-5.5270834
CCC(=C(c1ccc(O)cc1)c1ccc(/C=C/C(=O)NCCCCCCNC(=O)CCc2nc3cc(O)ccc3[nH]2)cc1)c1ccccc1,8.47,656.8270000000005,7.782000000000009,5,5,0,127.34,-22.536093,-5.7293205
CCC(=C(c1ccc(O)cc1)c1ccc(/C=C/C(=O)NCCCCNC(=O)CCCCCCCn2c(=S)[nH]c3ccccc3c2=O)cc1)c1ccccc1,7.68,742.9860000000004,9.200390000000002,5,4,0,116.22,-21.556696,-6.787523
C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O,8.98,606.7820000000003,8.682600000000003,3,2,7,63.519999999999996,-10.287695,-5.456769
CC1(c2ccc(OCCN3CCCC3)cc2)c2ccc(O)cc2CCN1c1ccc(F)cc1,8.8,446.56600000000014,5.332100000000007,4,1,1,35.940000000000005,-12.141684,-4.6978927
Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CCC4(CCCC4)CC3)cc2)cc1,8.92,517.6910000000006,7.099900000000007,6,2,2,62.160000000000004,-16.200031,-4.394085
Cc1cc(O)cc2cc(-c3ccc(O)c(F)c3)oc12,6.96,258248,3.95852,3,2,0,53.6,-10.926565,-4.337643
N#CCc1cc(O)c(Cl)c2cc(-c3ccc(O)cc3)oc12,6.2,299713,4.230480000000001,4,2,0,77.39,-12.480218,-4.719059
C[C@@H]1c2cc(O)ccc2O[C@@H](c2ccc(OC[C@H](C)N3CCCC3)cc2)[C@H]1c1ccc(O)cc1,8.85,459.58600000000024,5.981900000000006,5,2,4,62.16,-15.986731,-4.2582035
C=CCC1(C)Oc2c(ccc(O)c2C)-c2c(C)cc(O)c(C)c21,6.8,310.39300000000003,4.873760000000004,3,2,1,49.69,-10.404668,-4.56343
CCC1Oc2c(ccc(O)c2C)-c2ccc(O)c(C)c21,7.0,270328,4.225140000000003,3,2,1,49.69,-10.934484,-3.9559739
Cc1cc(O)cc2c1-c1ccc(O)c(C)c1OC2C,5.92,256301,3.835040000000002,3,2,1,49.69,-11.062316,-3.5210433
CCc1cc(O)cc2c(=O)oc3c(C)c(O)ccc3c12,5.75,270284,3.228220000000001,4,2,0,70.67,-11.644193,-4.193061
CCc1c(O)ccc2c1oc(=O)c1c(C)c(O)ccc12,6.64,270.28399999999993,3.228220000000001,4,2,0,70.67,-11.578278,-4.0231447
CC/C=C/c1cc2c(cc1Br)c(=O)oc1c(C)c(O)ccc12,5.96,359.2190000000001,5.145920000000004,3,1,0,50.44,-9.017868,-6.100294
Cc1ncsc1-c1ccc([C@@H](C)NC(=O)[C@H]2C[C@H](O)CN2C(=O)[C@H](NC(=O)COCCOCCOCCOc2ccc(N(CC(F)(F)F)S(=O)(=O)C3CC4OC3C(c3ccc(-n5ccnc5)cc3)=C4c3ccc(O)cc3)cc2)C(C)(C)C)cc1,7.11,1200.3689999999997,7.657720000000011,15,4,7,233.20999999999995,-29.97561,-4.0552187
O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,9.05,473.5940000000001,6.075200000000007,6,2,0,70.0,-16.155676,-4.7179823
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,8.89,272.3879999999999,3.6092000000000026,2,2,5,40.46,-10.623899,-4.1662416
Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCC(C)C3)cc2)c2ccc(O)cc12,6.77,470.6130000000002,6.186920000000006,4,2,1,57.86,-15.862213,-4.7275934
O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,5.67,270.24,2.576800000000001,5,3,0,90.9,-15.5607395,-3.9397378
CCOC(=O)/C=C/C(=O)NCCOc1ccc(C(=O)c2c(-c3ccc(O)cc3)sc3cc(O)ccc23)cc1,5.22,531.5860000000002,4.824800000000005,8,3,0,122.16000000000003,-17.101406,-5.245066
Oc1ccc2c3c(cnc2c1)-c1ccc(C(F)(F)F)cc1O[C@@H]3c1ccc(OCCN2CC(CF)C2)cc1,8.55,524.5140000000004,6.388100000000005,5,1,1,54.820000000000014,-12.769414,-5.281352
COc1ccc(-c2sc3cc(O)ccc3c2Oc2ccc(OCCN3CCCCC3)cc2)cc1,7.67,475.6100000000004,6.939500000000007,6,1,0,51.160000000000004,-12.325955,-5.649508
C[C@@H]1CCN(CCOc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)C1,8.52,463.59900000000016,5.785500000000008,6,2,3,62.16000000000001,-16.107775,-3.9998386
C[C@@H](COc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1)N1CCCC1,8.89,463.5990000000002,5.928000000000007,6,2,3,62.160000000000004,-16.871958,-3.6178582
O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,8.74,473.5940000000001,6.075200000000007,6,2,0,70.0,-16.155676,-4.7179823
C[C@@H]1CCN(CCOc2ccc(C(=O)c3c(-c4ccc(O)cc4)sc4cc(O)ccc34)cc2)C1,9.22,473.59400000000016,5.931100000000007,6,2,1,70.0,-15.77148,-5.027106
C[C@@H](COc1ccc(C(=O)c2c(-c3ccc(O)cc3)sc3cc(O)ccc23)cc1)N1CCCC1,9.7,473.5940000000003,6.073600000000007,6,2,1,70.0,-16.537785,-4.656617
Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OC[C@H](C)N3CCCC3)cc2)c2ccc(O)cc12,9.4,456.58600000000024,5.939320000000006,4,2,1,57.86,-16.333586,-4.5245605
C[C@@H](COc1ccc([C@@H]2c3ccc(O)cc3CC[C@@H]2c2ccccc2)cc1)N1CCCC1,9.22,427.5880000000002,6.117200000000007,3,1,3,32.7,-12.801332,-4.6114373
CCc1nc2cc(O)ccc2c(Oc2ccc(/C=C/C(N)=O)cc2)c1-c1ccccc1,7.8,410.4730000000001,5.460600000000005,4,2,0,85.44,-14.613916,-5.6176324
Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(COCCN3CCCCC3)cc2)cc1,8.64,477.62600000000043,6.067400000000006,6,2,2,62.160000000000004,-16.342133,-3.574718
Cc1c(O)ccc2c1c(=O)oc1c(F)c(O)ccc12,5.8,260.21999999999997,2.804920000000001,4,2,0,70.67,-11.457335,-3.5778527
Cc1c(O)ccc2c1oc(=O)c1c(Br)cc(Br)cc12,6.22,384023,4.485220000000001,3,1,0,50.440000000000005,-9.38417,-5.3532686
CCc1nc2cc(O)ccc2c(Oc2ccc(/C=C/C(=O)O)cc2)c1-c1ccccc1,6.9,411.4570000000001,6.059900000000006,4,2,0,79.65,-13.955312,-5.697384
Cc1c(O)ccc2c1oc(=O)c1c(C)c(O)cc(C)c12,6.14,270284,3.282660000000001,4,2,0,70.67,-11.502721,-4.038392
Cc1c(O)ccc2c1oc(=O)c1cc(O)ccc12,6.18,242.23,2.66582,4,2,0,70.67,-12.67384,-3.6601238
Cc1c(O)ccc2c1oc(=O)c1c(C)c(O)ccc12,6.8,256257,2.974240000000001,4,2,0,70.67,-11.968214,-3.7801113
CCc1cc(OC)cc2c(=O)oc3c(C)c(O)ccc3c12,5.01,284311,3.531220000000003,4,1,0,59.67,-9.049118,-4.966375
CCc1nc2cc(O)ccc2c(Oc2ccc(/C=C/C(=O)N(C)C)cc2)c1-c1ccccc1,8.0,438.52700000000016,6.063500000000006,4,1,0,62.66000000000001,-13.899511,-5.294576
CCc1nc2cc(O)ccc2c(Oc2ccc(/C=C/C(=O)N3CCCCC3)cc2)c1-c1ccccc1,7.6,478.5920000000003,6.987800000000008,4,1,0,62.66000000000001,-12.3912325,-5.764875
Oc1ccc2c(c1)sc1c3cc(O)ccc3n(Cc3ccc(OCCN4CCCC4)cc3)c21,8.22,458.58300000000037,5.943300000000006,5,2,0,57.86000000000001,-16.023167,-4.757649
CCC(=C(c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,8.24,387523,5.701700000000005,3,1,0,32.7,-11.861613,-5.1459374
CC(CCc1ccc(O)cc1)NC(=O)Cc1c(-c2ccccc2)[nH]c2ccccc12,9.0,398.50600000000003,5.220500000000004,2,3,1,65.12,-14.135364,-5.2028584
C[C@H](CCc1ccc(O)cc1)NC(=O)Cc1c(-c2ccccc2)[nH]c2cc(OCCN3CCCC3)ccc12,7.66,511.66600000000034,5.695100000000005,4,3,1,77.59,-16.680317,-4.767146
Oc1cccc(-c2ccc3cc(O)ccc3c2Oc2ccc(OCCN3CCCCC3)cc2)c1,9.68,455.55400000000037,6.5750000000000055,5,2,0,62.160000000000004,-15.960856,-5.099963
N#Cc1cccc(-c2ccc3cc(O)ccc3c2Oc2ccc(OCCN3CCCCC3)cc2)c1,9.62,464.56500000000034,6.741080000000006,5,1,0,65.72,-13.930452,-5.860742
CS(=O)(=O)c1ccc(-c2ccc3cc(O)ccc3c2Oc2ccc(OCCN3CCCCC3)cc2)cc1,9.33,517.6470000000005,6.272900000000007,6,1,0,76.07000000000001,-15.601596,-5.1486707
Oc1ccc2c(c1)CC1(C2)C(c2ccccc2)=Cc2ccccc21,7.24,310396,4.983000000000004,1,1,1,20.23,-9.226039,-5.662763
Cc1ccc(N2CCc3cc(O)ccc3C2(C)c2ccc(OCCN3CCCCC3)cc2)cc1,7.55,456.6300000000004,5.891520000000006,4,1,1,35.940000000000005,-12.383243,-4.685416
CSC1=C(c2ccc(O)cc2)C(=O)c2cc(O)cc(O)c21,8.7,300.33500000000004,3.231000000000001,5,3,0,77.76,-14.227518,-4.4484344
CN(C)CCOc1ccc(/C(=C(/CCCN=[N+]=[N-])c2ccccc2)c2ccc(O)cc2)cc1,7.89,442.56300000000005,6.382200000000007,4,1,0,81.46000000000001,-14.3297825,-5.4385743
CN(C)CCOc1ccc(/C(=C(/CCCCl)c2ccccc2)c2ccc(O)cc2)cc1,7.0,435995,6.310700000000006,3,1,0,32.7,-12.088538,-6.049647
CN1CCC[C@@H]1CCOc1ccc(/C(=C(/CCCO)c2ccccc2)c2ccc(O)cc2)cc1.Cl.Cl,6.11,530.5360000000002,6.830500000000009,4,2,1,52.93000000000001,-15.118185,-4.8972197
C=C[C@]12CC[C@H](O)CC1=CC[C@H]1[C@@H]3CC[C@H](O)[C@@]3(C)CC[C@@H]12,5.65,302.4580000000001,3.837100000000003,2,2,7,40.46,-9.543039,-4.512544
C=C1C=C2CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@@H]3[C@@]2(C)CC1,6.19,286459,4.866300000000004,1,1,6,20.23,-6.0577106,-5.322046
C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,6.75,290447,3.6710000000000025,2,2,7,40.46,-9.067937,-4.197303
C=C[C@]12CCC(CC)=CC1=CC[C@H]1[C@@H]3CC[C@H](O)[C@@]3(C)CC[C@@H]12,5.51,312.4970000000001,5.4225000000000065,1,1,6,20.23,-6.5684752,-5.6794567
C[C@H]1CCN(CCOc2ccc([C@@H]3Oc4ccc(O)cc4[C@@H](C)[C@@H]3c3ccc(O)cc3)cc2)C1,8.89,459.5860000000002,5.8394000000000075,5,2,4,62.16000000000001,-15.844513,-4.5166416
O=C(c1ccc(N2CCN(C(=O)c3ccccc3Cl)CC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,8.76,569.0820000000003,6.826300000000006,6,2,0,81.08000000000001,-17.078604,-5.60158
O=C1c2ccc(O)cc2C(=O)N1c1cccc2c(O)cccc12,6.1,305289,3.0516000000000005,4,2,0,77.84,-14.771704,-4.777101
O=C1c2ccc(O)cc2C(=O)N1c1ccccc1,5.57,239.23,2.1928,3,1,0,57.61,-11.036612,-4.141083
O=c1c(-c2ccc(O)cc2)c(Oc2ccc(O)cc2)oc2cc(O)ccc12,5.76,362.3370000000001,4.369100000000003,6,3,0,100.13000000000001,-16.490683,-4.3850174
CCCCCc1cc2cc(O)ccc2c(Oc2ccc(/C=C/C(=O)O)cc2)c1-c1ccccc1,8.7,452.5500000000001,7.835200000000007,3,2,0,66.76,-12.796702,-6.631074
CC(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CCCCN)C(=O)N[C@@]1(C)CCC/C=C\CCC[C@@](C)(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CO)C(N)=O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](CC(C)C)NC1=O,6.12,1396.6170000000004,-4.334200000000003,19,19,11,590.2799999999999,-61.763763,-2.7254977
CC1=C(c2cccc(O)c2)C(c2ccc(OC[C@H](C)N3CC[C@@H](C)C3)cc2)Oc2ccc(O)cc21,8.29,471.59700000000026,6.271300000000007,5,2,3,62.16000000000001,-15.370857,-4.8262596
CN(C)c1cccc(N2CCc3cc(O)ccc3C2c2ccc(OCCN3CCCCC3)cc2)c1,7.7,471.6450000000004,5.475000000000006,5,1,1,39.18,-14.973935,-4.2296114
CCCCC12CCC(=O)C(Br)=C1c1ccc(O)cc1C2,6.85,335.2410000000001,4.593800000000004,2,1,1,37.3,-9.288225,-5.260637
Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CC[C@@H](C)C3)cc2)c2ccc(O)cc12,9.3,456.5860000000002,5.796820000000006,4,2,1,57.86,-15.731259,-4.870909
Oc1ccc2nc(-c3ccc(O)c(F)c3)cc(Cl)c2c1,6.61,289.69300000000004,4.105500000000001,3,2,0,53.35000000000001,-11.929972,-3.8782125
Oc1ccc2nc(-c3cc(F)c(O)c(F)c3)cc(Br)c2c1,6.11,352134,4.353700000000001,3,2,0,53.35000000000001,-10.89213,-4.0779963
CN(C)CCOc1ccc(C2=C3c4ccc(O)cc4CC3(Cc3ccccc3)CCC2=O)cc1,7.4,453.5820000000003,5.391500000000005,4,1,1,49.77,-14.231389,-5.1132545
CN(C)S(=O)(=O)N(CC(=O)N(Cc1ccccc1)Cc1ccccc1)c1ccccc1,4.6,437.5650000000001,3.528400000000003,3,0,0,60.93000000000001,-9.497961,-4.5043764
CCC1=C2c3ccc4[nH]nnc4c3C[C@]2(CC)CCC1=O,6.19,281.3589999999999,3.4369000000000014,3,1,1,58.64,-12.537504,-4.899593
CC12CCC(=O)C=C1c1ccc(O)cc1C2,5.37,214.26399999999998,2.7009000000000007,2,1,1,37.3,-9.780735,-2.925178
Oc1ccc2c(c1)sc1c3ccccc3n(Cc3ccc(OCCN4CCCCCC4)cc3)c21,7.75,470.63800000000043,7.017900000000007,4,1,0,37.63,-12.570917,-5.4229374
Oc1ccc2c(c1)sc1c3cc(O)ccc3n(Cc3ccc(OCCN4CCCCCC4)cc3)c21,8.48,486.63700000000046,6.723500000000007,5,2,0,57.86000000000001,-15.842296,-4.843374
