Molecule ChEMBL ID,Molecule Name,Molecular Weight,#RO5 Violations,AlogP,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,BAO Format ID,BAO Label,Assay Organism,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value,Value
CHEMBL304552,,463.6,1.0,5.93,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CCCCC3)cc2)cc1,IC50,'=',0.8,nM,9.1,19.62,0.38,3.17,14.63,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1142044,1,Scientific Literature,Bioorg Med Chem Lett,2005.0,,,,,0.8
CHEMBL101382,,428.58,1.0,5.41,Oc1ccc2c(c1)CCN(c1ccccc1)C2c1ccc(OCCN2CCCCC2)cc1,IC50,'=',16.48,nM,7.78,18.16,0.33,2.37,21.66,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1141983,1,Scientific Literature,Bioorg Med Chem Lett,2005.0,,,,,1783
CHEMBL3427388,,482.41,1.0,5.75,O=C(O)/C=C/c1ccc(Cc2c(-c3cccc(OC(F)(F)F)c3)c(=O)oc3cc(O)ccc23)cc1,IC50,'=',5.9,nM,8.23,17.06,0.32,2.48,8.49,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3425438,1,Scientific Literature,J Med Chem,2015.0,,,,,0.0059
CHEMBL3427395,,450.85,1.0,5.65,O=C(O)/C=C/c1ccc(Cc2c(-c3ccc(F)cc3Cl)c(=O)oc3cc(O)ccc23)cc1,IC50,'=',2.2,nM,8.66,19.2,0.37,3.01,9.87,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3425438,1,Scientific Literature,J Med Chem,2015.0,,,,,0.0022
CHEMBL3427406,,450.39,1.0,5.64,Cc1cc(F)ccc1-c1c(Oc2ccc(/C=C/C(=O)O)cc2)c2cc(F)c(O)cc2oc1=O,IC50,'=',7.4,nM,8.13,18.05,0.34,2.49,8.38,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3425438,1,Scientific Literature,J Med Chem,2015.0,,,,,0.0074
CHEMBL3427407,,450.39,1.0,5.64,Cc1cc(F)ccc1-c1c(Oc2ccc(/C=C/C(=O)O)cc2)c2ccc(O)c(F)c2oc1=O,IC50,'=',3.2,nM,8.49,18.86,0.35,2.85,8.76,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3425438,1,Scientific Literature,J Med Chem,2015.0,,,,,0.0032
CHEMBL183092,,477.63,1.0,6.32,CC[C@@H](CN1CCCC1)Oc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1,IC50,'=',0.8,nM,9.1,19.05,0.37,2.78,14.63,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1144457,1,Scientific Literature,Bioorg Med Chem Lett,2005.0,,,,,0.8
CHEMBL183263,,491.65,1.0,6.56,CC(C)[C@@H](COc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1)N1CCCC1,IC50,'=',0.7,nM,9.15,18.62,0.36,2.59,14.73,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1144457,1,Scientific Literature,Bioorg Med Chem Lett,2005.0,,,,,0.7
CHEMBL408376,,891.25,2.0,9.1,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)CCCC(=O)N(C)C4CC[C@@]5(C)[C@@H](C4)C[C@@H](O)[C@@H]4[C@@H]5C[C@H](O)[C@]5(C)[C@@H]([C@H](C)CCC(=O)O)CC[C@@H]45)cc3)C[C@@]21C,Ki,'=',6.2,nM,8.21,9.21,0.17,-0.89,5.92,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1138676,1,Scientific Literature,J Med Chem,2004.0,,,,,6.2
CHEMBL183489,,463.6,1.0,5.93,C[C@@H]1CCCN1CCOc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1,IC50,'=',0.7,nM,9.15,19.75,0.38,3.22,14.73,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1144457,1,Scientific Literature,Bioorg Med Chem Lett,2005.0,,,,,0.7
CHEMBL406027,,927.3,2.0,8.51,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)CCCS(=O)(=O)N(C)C4CC[C@@]5(C)[C@@H](C4)C[C@@H](O)[C@@H]4[C@@H]5C[C@H](O)[C@]5(C)[C@@H]([C@H](C)CCC(=O)O)CC[C@@H]45)cc3)C[C@@]21C,Ki,'=',19.0,nM,7.72,8.33,0.16,-0.79,4.96,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1138676,1,Scientific Literature,J Med Chem,2004.0,,,,,19.0
CHEMBL44,GENISTEIN,270.24,0.0,2.58,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,IC50,'=',395.0,nM,6.4,23.7,0.44,3.82,7.04,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1137038,1,Scientific Literature,Bioorg Med Chem Lett,2004.0,,,,,395.0
CHEMBL436859,,921.23,3.0,7.64,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C(=O)CC[C@H](NC(=O)CC[C@@H](C)[C@H]4CC[C@H]5[C@@H]6[C@H](O)C[C@@H]7C[C@H](O)CC[C@]7(C)[C@H]6C[C@H](O)[C@]45C)C(=O)O)cc3)C[C@@]21C,Ki,'=',72.0,nM,7.14,7.75,0.15,-0.5,3.87,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1138676,1,Scientific Literature,J Med Chem,2004.0,,,,,72.0
CHEMBL384975,,892.24,2.0,8.5,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)CCNC(=O)N(C)C4CC[C@@]5(C)[C@@H](C4)C[C@@H](O)[C@@H]4[C@@H]5C[C@H](O)[C@]5(C)[C@@H]([C@H](C)CCC(=O)O)CC[C@@H]45)cc3)C[C@@]21C,Ki,'=',140.0,nM,6.85,7.68,0.14,-1.65,4.55,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1138676,1,Scientific Literature,J Med Chem,2004.0,,,,,140.0
CHEMBL135,ESTRADIOL,272.39,0.0,3.61,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,IC50,'=',10.0,nM,8.0,29.37,0.55,4.39,19.77,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1146098,1,Scientific Literature,J Med Chem,2006.0,,,,,10.0
CHEMBL1460247,,454.28,1.0,5.41,CCOc1ccccc1-c1nc(-c2ccc(NC(=O)c3ccc(Br)o3)cc2)no1,EC50,'=',12670.57,nM,4.9,10.78,0.23,-0.51,5.42,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,,,,,12.67057
CHEMBL1344053,,439.56,1.0,5.25,COc1ccc(-c2nnc(SCC(=O)c3cc(C)n(Cc4cccs4)c3C)o2)cc1,EC50,'=',7512.12,nM,5.12,11.66,0.23,-0.13,7.3,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,,,,,7.51212
CHEMBL1559291,,407.46,0.0,3.44,CCc1nnc2sc(-c3ccc(NC(=O)c4ccc5c(c4)OCCO5)cc3)nn12,EC50,'=',32168.91,nM,4.49,11.03,0.21,1.05,4.96,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,,,,,32.16891
CHEMBL1569996,,216.24,0.0,2.02,O=C(O)CCn1ccnc1-c1ccccc1,EC50,'=',12500.0,nM,4.9,22.67,0.42,2.88,8.9,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,,,,,12.5
CHEMBL381566,,326.48,0.0,3.84,C#C[C@]1(O)CCC2C3CC=C4C[C@@H](O)CC[C@]4(C=C)C3CC[C@@]21C,IC50,'=',147.0,nM,6.83,20.93,0.39,2.99,16.89,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1149417,1,Scientific Literature,Bioorg Med Chem Lett,2006.0,,,,,147.0
CHEMBL180253,,459.59,1.0,5.98,C[C@H]1c2cc(O)ccc2O[C@@H](c2ccc(OCCN3CCCCC3)cc2)[C@H]1c1ccc(O)cc1,IC50,'=',38.0,nM,7.42,16.15,0.3,1.44,11.94,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1142044,1,Scientific Literature,Bioorg Med Chem Lett,2005.0,,,,,38.0
CHEMBL371305,,297.29,0.0,3.65,CC(=O)c1cc(-c2ccc(O)c(F)c2)nc2ccc(O)cc12,IC50,'=',3370.0,nM,5.47,18.41,0.34,1.82,7.77,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1140390,1,Scientific Literature,Bioorg Med Chem Lett,2005.0,,,,,3370.0
CHEMBL46740,BAZEDOXIFENE,470.61,1.0,6.33,Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12,IC50,'=',0.6,nM,9.22,19.6,0.36,2.89,15.94,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1141200,1,Scientific Literature,Bioorg Med Chem Lett,2005.0,,,,,0.6
CHEMBL135,ESTRADIOL,272.39,0.0,3.61,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,IC50,'=',3.6,nM,8.44,31.0,0.58,4.83,20.87,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1146264,1,Scientific Literature,Bioorg Med Chem Lett,2007.0,,,,,3.6
CHEMBL245133,,334.12,0.0,2.66,O=C1c2cc(O)cc(Br)c2C(=O)N1c1ccc(O)cc1,IC50,'=',36.0,nM,7.44,22.28,0.51,4.78,9.56,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1146264,1,Scientific Literature,Bioorg Med Chem Lett,2007.0,,,,,36.0
CHEMBL234527,,269.26,0.0,2.2,COc1ccc(N2C(=O)c3ccc(O)cc3C2=O)cc1,IC50,'=',3300.0,nM,5.48,20.36,0.37,3.28,8.2,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1146264,1,Scientific Literature,Bioorg Med Chem Lett,2007.0,,,,,3300.0
CHEMBL234524,,255.23,0.0,1.9,O=C1c2ccc(O)cc2C(=O)N1c1ccc(O)cc1,IC50,'=',84.0,nM,7.08,27.72,0.51,5.18,9.09,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1146264,1,Scientific Literature,Bioorg Med Chem Lett,2007.0,,,,,84.0
CHEMBL195515,,370.45,1.0,5.86,CC/C(=C(\c1ccc(O)cc1)c1ccc(/C=C/C(=O)O)cc1)c1ccccc1,IC50,'=',43.0,nM,7.37,19.89,0.36,1.51,12.8,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4396892,1,Scientific Literature,Eur J Med Chem,2019.0,,,,,43.0
CHEMBL1522446,,503.02,1.0,3.86,COc1cc2[nH]c(=S)n(CCCC(=O)N3CCN(c4cccc(Cl)c4)CC3)c(=O)c2cc1OC,IC50,'=',2360.0,nM,5.63,11.19,0.23,1.77,7.05,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,,,,,2.36
CHEMBL235386,,340.42,0.0,4.65,CCOCc1cc(O)cc2c1O[C@@H](c1ccc(O)cc1)[C@H]1CCC[C@@H]21,Ki,'=',27.2,nM,7.57,22.22,0.41,2.92,12.84,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1149686,1,Scientific Literature,Bioorg Med Chem Lett,2007.0,,,,,27.2
CHEMBL193207,,331.17,0.0,3.86,COc1ccc2c(c1)C(Br)=C(c1ccc(O)cc1)C2=O,IC50,'=',1800.0,nM,5.75,17.35,0.39,1.88,12.35,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1139570,1,Scientific Literature,Bioorg Med Chem Lett,2005.0,,,,,1800.0
CHEMBL3657184,,484.6,1.0,5.96,Cc1c(-c2ccc3c(c2)OCO3)n(Cc2ccc(OCCN3CCCCC3)cc2)c2ccc(O)cc12,IC50,'=',70.0,nM,7.16,14.76,0.27,1.19,12.76,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3639280,37,BindingDB Patent Bioactivity Data,,2014.0,,,,,70.0
CHEMBL294889,,260.33,0.0,2.8,CC1=CC[C@@]2(CO)COC(c3ccc(O)cc3)[C@@H]1C2,IC50,'=',3200.0,nM,5.5,21.11,0.39,2.69,11.06,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1136523,1,Scientific Literature,Bioorg Med Chem Lett,2003.0,,,,,3200.0
CHEMBL190025,,314.36,0.0,3.62,CCSC1=C(c2ccc(O)cc2)C(=O)c2cc(O)cc(O)c21,IC50,'=',580.0,nM,6.24,19.84,0.39,2.62,8.02,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1139570,1,Scientific Literature,Bioorg Med Chem Lett,2005.0,,,,,580.0
CHEMBL135,ESTRADIOL,272.39,0.0,3.61,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,IC50,'=',1.3,nM,8.89,32.62,0.61,5.28,21.96,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1137199,1,Scientific Literature,Bioorg Med Chem Lett,2004.0,,,,,1.3
CHEMBL1326803,,313.35,0.0,3.56,C/C=C/COC(=O)c1[nH]c2c(c1C)C(=O)CC(c1ccco1)C2,IC50,'=',24676.33,nM,4.61,14.7,0.27,1.05,6.37,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,,,,,24.67633
CHEMBL238960,,553.75,2.0,6.87,C[C@H](CCc1ccc(O)cc1)NC(=O)Cc1c(-c2ccccc2)[nH]c2c(OCCCCN3CCCCC3)cccc12,IC50,'=',23.0,nM,7.64,13.79,0.25,0.77,9.84,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1139144,1,Scientific Literature,Bioorg Med Chem Lett,2007.0,,,,,23.0
CHEMBL238961,,629.84,2.0,8.0,C[C@H](CCc1ccc(O)cc1)NC(=O)Cc1c(-c2ccccc2)n(Cc2ccc(OCCCN3CCCCC3)cc2)c2ccccc12,IC50,'=',7.8,nM,8.11,12.87,0.24,0.11,12.15,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1139144,1,Scientific Literature,Bioorg Med Chem Lett,2007.0,,,,,7.8
CHEMBL192548,,332.31,0.0,4.27,O=C(Oc1ccc2c(-c3ccccc3)cc(=O)oc2c1)c1ccco1,IC50,'=',2320.0,nM,5.63,16.96,0.31,1.36,8.09,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1144341,1,Scientific Literature,J Med Chem,2005.0,,,,,2.32
CHEMBL135,ESTRADIOL,272.39,0.0,3.61,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,IC50,'=',3.2,nM,8.49,31.19,0.58,4.88,21.0,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1137038,1,Scientific Literature,Bioorg Med Chem Lett,2004.0,,,,,3.2
CHEMBL3589347,,621.71,2.0,5.41,COC(=O)CCCCCCC(=O)Nc1ccc(OS(=O)(=O)C2CC3OC2C(c2ccc(O)cc2)=C3c2ccc(O)cc2)cc1,Ki,'=',59.86,nM,7.22,11.62,0.22,1.81,4.87,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3588800,1,Scientific Literature,J Med Chem,2015.0,,,,,59.86
CHEMBL3589368,,641.74,2.0,6.77,O=C(O)CCCCCCC(=O)Nc1ccc(C2=C(c3ccc(O)cc3)C3CC(S(=O)(=O)Oc4ccc5ccccc5c4)C2O3)cc1,Ki,'=',169.4,nM,6.77,10.55,0.2,0.0,4.86,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3588800,1,Scientific Literature,J Med Chem,2015.0,,,,,169.4
CHEMBL3657182,,510.68,2.0,6.97,Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CC4(C)CC3C(C)(C)C4)cc2)c2ccc(O)cc12,IC50,'=',150.0,nM,6.82,13.36,0.25,-0.15,11.79,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3639280,37,BindingDB Patent Bioactivity Data,,2014.0,,,,,150.0
CHEMBL2382122,,484.68,1.0,6.48,C=C(C)[C@@H]1[C@@H]2O[C@@H]2[C@@H]2[C@]3(CC[C@]4(C)[C@@H]([C@H](C)CC/C=C(\C)C(=O)O)CC[C@@]24C)C[C@]13CCC(=O)O,EC50,'=',2550.0,nM,5.59,11.54,0.22,-0.89,6.42,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL2380210,1,Scientific Literature,Bioorg Med Chem Lett,2013.0,,,,,2.55
CHEMBL135,ESTRADIOL,272.39,0.0,3.61,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,EC50,'=',1.08,nM,8.97,32.92,0.61,5.36,22.16,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL2380210,1,Scientific Literature,Bioorg Med Chem Lett,2013.0,,,,,0.00108
CHEMBL83,TAMOXIFEN,371.52,1.0,6.0,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,IC50,'=',60.9,nM,7.21,19.42,0.35,1.22,57.86,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3352633,1,Scientific Literature,J Med Chem,2014.0,,,,,60.9
CHEMBL3774510,,433.47,1.0,5.1,C[C@H](CF)CN1[C@H](c2c(F)cc(/C=C/C(=O)O)cc2F)c2ccc(O)cc2CC1(C)C,IC50,'=',0.69,nM,9.16,21.13,0.4,4.06,15.08,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3774369,1,Scientific Literature,ACS Med Chem Lett,2016.0,,,,,0.69
CHEMBL3775329,,395.5,0.0,4.11,COC[C@H](C)CN1[C@H](c2ccc(/C=C/C(=O)O)cc2)c2ccc(O)cc2C[C@H]1C,IC50,'=',83.0,nM,7.08,17.9,0.33,2.97,10.12,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3774369,1,Scientific Literature,ACS Med Chem Lett,2016.0,,,,,83.0
CHEMBL135,ESTRADIOL,272.39,0.0,3.61,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,IC50,'=',46.0,nM,7.34,26.94,0.5,3.73,18.13,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1649335,1,Scientific Literature,Bioorg Med Chem,2010.0,,,,,46.0
CHEMBL3422042,,412.49,0.0,3.98,NCCOc1ccc(/C(=C(\Cn2cncn2)c2ccccc2)c2ccc(O)cc2)cc1,EC50,'=',290.0,nM,6.54,15.85,0.29,2.56,7.59,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3421623,1,Scientific Literature,J Med Chem,2015.0,,,,,290.0
CHEMBL3422045,,357.45,0.0,4.64,NCCOc1ccc(/C(=C2\CCc3ccccc32)c2ccc(O)cc2)cc1,EC50,'=',3180.0,nM,5.5,15.38,0.28,0.86,9.91,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3421623,1,Scientific Literature,J Med Chem,2015.0,,,,,3180.0
CHEMBL135,ESTRADIOL,272.39,0.0,3.61,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,EC50,'=',0.31,nM,9.51,34.91,0.65,5.9,23.5,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4261581,1,Scientific Literature,Eur J Med Chem,2018.0,,,,,0.31
CHEMBL3099433,,220.31,0.0,3.05,OC[C@H]1CCC[C@@H](c2ccc(O)cc2)CC1,EC50,'=',221.0,nM,6.66,30.21,0.57,3.61,16.45,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4261581,1,Scientific Literature,Eur J Med Chem,2018.0,,,,,221.0
CHEMBL3588865,,591.68,2.0,5.62,O=C(O)CCCCCCC(=O)Nc1ccc(C2=C(c3ccc(O)cc3)C3CC(S(=O)(=O)Oc4ccccc4)C2O3)cc1,Ki,'=',111.91,nM,6.95,11.75,0.23,1.33,4.99,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3588800,1,Scientific Literature,J Med Chem,2015.0,,,,,111.91
CHEMBL244206,,475.54,1.0,7.15,Oc1ccc2c(Oc3ccc(OCCN4CCCCC4)cc3)c(-c3ccc(F)c(F)c3)ccc2c1,Ki,'=',0.2,nM,9.7,20.4,0.38,2.55,23.13,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1145362,1,Scientific Literature,Bioorg Med Chem Lett,2007.0,,,,,0.2
CHEMBL135,ESTRADIOL,272.39,0.0,3.61,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,IC50,'=',1.3,nM,8.89,32.62,0.61,5.28,21.96,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1148423,1,Scientific Literature,Bioorg Med Chem Lett,2004.0,,,,,1.3
CHEMBL1349347,,480.89,0.0,3.5,O=C(NNC(=O)c1ccc(SCC2CCCO2)c([N+](=O)[O-])c1)c1ccc(Cl)c([N+](=O)[O-])c1,IC50,'=',23306.11,nM,4.63,9.63,0.2,1.13,3.01,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,,,,,23.30611
CHEMBL1389780,,337.45,0.0,2.75,O=S(=O)(NCc1csc(-c2cccnc2)n1)c1cccs1,IC50,'=',18045.36,nM,4.74,14.06,0.31,1.99,6.59,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,,,,,18.04536
CHEMBL1341057,,380.54,0.0,3.74,CCCN(CCC)S(=O)(=O)c1ccc(NC(=O)Cc2cccs2)cc1,IC50,'=',16658.15,nM,4.78,12.56,0.26,1.04,7.19,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,,,,,16.65815
CHEMBL1449885,,421.41,0.0,2.18,CCCn1nc(C(=O)OCC(=O)c2ccc3c(c2)NC(=O)CO3)c2ccccc2c1=O,IC50,'=',37919.19,nM,4.42,10.49,0.19,2.24,3.79,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,,,,,37.91919
CHEMBL135,ESTRADIOL,272.39,0.0,3.61,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,IC50,'=',5.9,nM,8.23,30.21,0.56,4.62,20.34,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1132343,1,Scientific Literature,J Med Chem,1999.0,,,,,5.9
CHEMBL218274,,,,,,Ki,'=',0.1,nM,10.0,,,,,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1132714,1,Scientific Literature,J Med Chem,1999.0,,,,,0.1
CHEMBL385992,,,,,,Ki,'=',0.65,nM,9.19,,,,,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1132714,1,Scientific Literature,J Med Chem,1999.0,,,,,0.65
