Feature,Importance
logP,0.0423421802790103
Bit_1313,0.025836965785148214
Bit_745,0.02400041806729338
Bit_381,0.02270024014538544
Bit_1602,0.017145126605935673
HydrationFreeEnergy_FreeSolv,0.01578729307913302
Solubility_AqSolDB,0.014790358890619509
tpsa,0.013958811596995824
Bit_378,0.013825015005393886
hydrogen_bond_donors,0.013589417125875658
molecular_weight,0.012852236779814485
Bit_13,0.010647673444188684
hydrogen_bond_acceptors,0.009411001519909154
stereo_centers,0.00876857344859958
Bit_1832,0.007770878468403463
Bit_650,0.0075291997195227394
Bit_878,0.0074794245836647694
Bit_1034,0.007311385676174022
Bit_1778,0.0071997068079427224
Bit_1073,0.007028770718044658
Bit_31,0.006757524907078259
Bit_314,0.006507782563753245
Bit_2007,0.005705988528835582
Bit_25,0.005448214238097644
Bit_835,0.005339527939074176
Bit_1308,0.005230217068530058
Bit_926,0.005118403311548297
Bit_2033,0.0050645784491670405
Bit_1697,0.0050434763610579135
Bit_1791,0.005007193354877686
Bit_504,0.004773989648477699
Bit_1422,0.004771749428462723
Bit_1027,0.004663579460759208
Bit_455,0.004593290591803584
Bit_102,0.0045691485123190954
Bit_533,0.004527232526082547
Bit_1480,0.004479670882261229
Bit_1712,0.0044307680447308595
Bit_119,0.0041162810619779664
Bit_1233,0.004039588871498381
Bit_1035,0.003911814413879022
Bit_603,0.003799597721554311
Bit_1048,0.003711825947450171
Bit_1917,0.0037045628384642726
Bit_408,0.003659172389551486
Bit_416,0.0036237222961241246
Bit_1998,0.003566901157596559
Bit_162,0.00354139464977675
Bit_1452,0.0035282401031695478
Bit_1783,0.0035146701964933634
Bit_1052,0.0035002405053071385
Bit_1385,0.0034823949213528002
Bit_322,0.0034156759810946334
Bit_646,0.003387289048689395
Bit_787,0.003362709970186149
Bit_1094,0.003322378802926618
Bit_1145,0.0033066686904673725
Bit_1745,0.00321803934849597
Bit_656,0.0032141372461070633
Bit_116,0.0032008184491835903
Bit_750,0.0031387892329114175
Bit_898,0.003115746721706959
Bit_1256,0.0031094517664776327
Bit_804,0.0030438002156552937
Bit_1816,0.003041053100015992
Bit_1443,0.003015071795730605
Bit_1458,0.0029992703856864715
Bit_713,0.002993377794109374
Bit_1019,0.0029874745946198013
Bit_823,0.0029866410313307288
Bit_474,0.002967035066543771
Bit_1152,0.002928371277456127
Bit_976,0.0029096110147596188
Bit_680,0.00287350945673575
Bit_905,0.0028317346180780864
Bit_486,0.0027891028719558442
Bit_718,0.0027886357245931453
Bit_1309,0.0027783481299846167
Bit_1532,0.002768920668488475
Bit_1911,0.002747883826923349
Bit_875,0.002729322609402251
Bit_903,0.00268332713414823
Bit_1660,0.0026803959234129302
Bit_1815,0.0026563378759670436
Bit_1114,0.0026448058041079526
Bit_1928,0.0026395770313293607
Bit_1926,0.0025872339478301165
Bit_1482,0.002577067697203217
Bit_1059,0.0025281110255703843
Bit_1905,0.0025267738580472925
Bit_2,0.002505881531203768
Bit_1292,0.0024476138372615973
Bit_1564,0.0024260492821048894
Bit_1941,0.00241370569728283
Bit_694,0.002410116370516561
Bit_1640,0.0023819434264452204
Bit_845,0.0023706066861801617
Bit_1279,0.002369350210111544
Bit_1803,0.002349981673107002
Bit_978,0.0023392978879272206
Bit_675,0.0023260853250208456
Bit_1768,0.0023146112689048167
Bit_1160,0.0023098681708100476
Bit_1855,0.0023086503503922896
Bit_1164,0.002301287663120602
Bit_341,0.002281435117666485
Bit_147,0.0022750261232916433
Bit_734,0.002255976778024124
Bit_952,0.002252262238383761
Bit_721,0.002249132742420687
Bit_949,0.0022423000379124948
Bit_1639,0.002214126188329448
Bit_760,0.002212393032065299
Bit_1733,0.0022023800953600765
Bit_222,0.002191514623250951
Bit_389,0.0021899296319411008
Bit_935,0.0021849523825868806
Bit_1607,0.002160268999605013
Bit_1072,0.002112473373609313
Bit_9,0.0021074783052612675
Bit_695,0.0020373188743486037
Bit_1775,0.001955472527117401
Bit_1494,0.0019551007990044676
Bit_294,0.001949266799670458
Bit_1326,0.001949153829750517
Bit_1028,0.0019466634413409256
Bit_1328,0.001922624283896978
Bit_145,0.0019055670180470644
Bit_1088,0.001897145841040965
Bit_1477,0.0018914793164599407
Bit_1299,0.0018786994545628905
Bit_1951,0.0018569334044536282
Bit_1600,0.0018507797277035492
Bit_561,0.0018450764661578475
Bit_1236,0.0018323414477226102
Bit_1039,0.0018150048590085245
Bit_114,0.0018107684458596156
Bit_622,0.0018077190608657375
Bit_1142,0.0017625600472921652
Bit_80,0.0017549713296200053
Bit_896,0.0017257212322240075
Bit_272,0.0017160058088298421
Bit_473,0.0017050787203054009
Bit_1239,0.0017003618936051168
Bit_1257,0.0016866973430715803
Bit_519,0.001683590149766351
Bit_885,0.0016730386865787237
Bit_970,0.0016585469146508066
Bit_1199,0.0016482843660165951
Bit_748,0.0016473876333542613
Bit_571,0.0016350695944248302
Bit_1722,0.001612825922980573
Bit_1325,0.0015991625811688844
Bit_1738,0.001582486079536204
Bit_1357,0.0015708464698751792
Bit_1427,0.0015626339612178734
Bit_1130,0.0015598774587275743
Bit_352,0.001557212349869458
Bit_1097,0.0015434972975437841
Bit_1446,0.0015386808521268907
Bit_807,0.0015293681883199785
Bit_105,0.0015282369979670969
Bit_1534,0.0015123400050235406
Bit_1976,0.0014920297993558304
Bit_1648,0.0014666874771851021
Bit_841,0.0014546827240976296
Bit_231,0.0014478832236987959
Bit_1645,0.0014442419976206787
Bit_1373,0.0014272889128375517
Bit_96,0.0013974335634361582
Bit_1985,0.0013940908147061575
Bit_1136,0.0013597438198622877
Bit_1984,0.0013407643448711524
Bit_26,0.0013173757149742664
Bit_1453,0.0013159885675581655
Bit_1476,0.0013118182517671297
Bit_876,0.0012706314498497795
Bit_1536,0.0012453485056226382
Bit_1057,0.001244011361815678
Bit_586,0.001242563364362527
Bit_2035,0.0012203238961288612
Bit_1934,0.001216562086769696
Bit_203,0.0011986278969119992
Bit_1092,0.001197619599739934
Bit_477,0.0011928832813626017
Bit_52,0.0011924137568745737
Bit_1750,0.0011848640360071624
Bit_1060,0.0011645681581387917
Bit_1747,0.0011577071451312345
Bit_1538,0.0011528154284597986
Bit_1980,0.0011400298775086318
Bit_1717,0.0011389987932462638
Bit_739,0.0011267738832522463
Bit_1573,0.0011244261111867083
Bit_1162,0.0011153634357806727
Bit_54,0.0011135108116415281
Bit_781,0.0011085700875889122
Bit_233,0.0011055943055192535
Bit_1274,0.0010815943192200497
Bit_1475,0.0010677263604163467
Bit_1604,0.0010627172078825453
Bit_1391,0.0010622815095530133
Bit_728,0.0010615502329301984
Bit_525,0.0010549410598058083
Bit_1825,0.0010458986055386747
Bit_328,0.0010411738914254014
Bit_327,0.0010330909487776636
Bit_551,0.001029977030143419
Bit_1874,0.000998740775687289
Bit_699,0.0009974394360189411
Bit_1582,0.000996444022915438
Bit_1993,0.0009901953797537603
Bit_1417,0.000987294693125326
Bit_836,0.0009868220559318978
Bit_14,0.0009860976456478807
Bit_1181,0.0009769723027969201
Bit_1686,0.0009594797350942288
Bit_1314,0.0009567065563942387
Bit_361,0.0009509685460004563
Bit_881,0.0009318966868304184
Bit_1921,0.0009178418797304502
Bit_1811,0.0009171818637117858
Bit_252,0.000915267715386231
Bit_1528,0.000911356177385464
Bit_1959,0.000903329447368615
Bit_1618,0.0008942428272886951
Bit_751,0.0008830499442290828
Bit_41,0.0008772969680579394
Bit_59,0.0008586787288153093
Bit_1617,0.0008570706500631971
Bit_564,0.0008569718172521095
Bit_58,0.0008530236193179912
Bit_562,0.0008515095099184705
Bit_1942,0.0008473424553105735
Bit_1420,0.0008454632662618347
Bit_911,0.0008344424176766123
Bit_141,0.0008283118229601429
Bit_736,0.0008199028525200062
Bit_1,0.000816027454078079
Bit_667,0.0008127697008333854
Bit_289,0.0008053530111312636
Bit_1179,0.0008016871457077673
Bit_1770,0.0007990398275206876
Bit_246,0.0007989701924172165
Bit_350,0.0007982648622813391
Bit_1683,0.0007892253485385812
Bit_143,0.0007858510380348855
Bit_1594,0.0007854078048518543
Bit_2000,0.000778862551645607
Bit_1520,0.000771996355320459
Bit_206,0.0007684030902865493
Bit_243,0.0007519630956167144
Bit_1754,0.0007425823478527817
Bit_193,0.0007369918191747287
Bit_636,0.0007284050193505914
Bit_1817,0.0007223403295443099
Bit_167,0.0007195861398524401
Bit_1840,0.0007144657765992906
Bit_283,0.0007069037253493504
Bit_826,0.0007052237398673646
Bit_472,0.0007041106186261234
Bit_1298,0.0007009402752262833
Bit_960,0.0006954739245565339
Bit_1714,0.0006919326264986592
Bit_1659,0.0006909499953158957
Bit_2043,0.000687415976988856
Bit_771,0.0006814357202564758
Bit_522,0.00067499085785252
Bit_310,0.0006699331349306183
Bit_1171,0.0006675393089711552
Bit_579,0.0006631935681854145
Bit_1163,0.0006571619033942561
Bit_38,0.0006550935330823026
Bit_387,0.0006535329440584178
Bit_255,0.0006498096855288841
Bit_1915,0.0006489608095727906
Bit_1087,0.0006464410761529666
Bit_704,0.0006419738226508151
Bit_333,0.0006416731236428248
Bit_1972,0.0006338511973247563
Bit_981,0.0006287242945671655
Bit_1665,0.0006258736532275529
Bit_870,0.000624476776005198
Bit_1808,0.000622330920288624
Bit_973,0.000618300180936052
Bit_394,0.0006134744429242291
Bit_197,0.0006116310303135493
Bit_1096,0.0006071758384306654
Bit_1000,0.0006055301937659979
Bit_490,0.0006045925532287402
Bit_1696,0.0006027346464342298
Bit_1394,0.0005942155242673237
Bit_305,0.0005941877267092897
Bit_1839,0.0005892209634031281
Bit_354,0.0005890670530481247
Bit_1923,0.0005887581527064199
Bit_484,0.0005844235682911372
Bit_1781,0.0005843705769805384
Bit_1064,0.0005810014754934907
Bit_687,0.0005760365356023939
Bit_343,0.0005697866189451079
Bit_852,0.0005683026408884976
Bit_1468,0.0005616390059248558
Bit_529,0.0005599046139493012
Bit_2018,0.0005440356079380573
Bit_802,0.0005431185292746151
Bit_1445,0.000539673732869331
Bit_961,0.0005319646653453878
Bit_589,0.0005285905417856926
Bit_843,0.0005251609919807824
Bit_392,0.0005240634011393075
Bit_1143,0.0005239274022560541
Bit_497,0.00052144590435811
Bit_1765,0.0005147274487553152
Bit_253,0.000511899793766851
Bit_1619,0.0005109895222679502
Bit_1508,0.0005097109199963862
Bit_794,0.0005089773218682769
Bit_693,0.0005085309393365026
Bit_932,0.0005066427441954158
Bit_837,0.0005065271881195084
Bit_249,0.0005052938020497167
Bit_624,0.0005040278996284647
Bit_1988,0.0005033414638296422
Bit_1017,0.0005029254554404184
Bit_598,0.0004955363256922528
Bit_1295,0.0004944832284751778
Bit_1718,0.000491472256931257
Bit_2004,0.0004883059230535284
Bit_1384,0.00048813785904936694
Bit_1702,0.0004876755577593378
Bit_1695,0.00048668910404254547
Bit_2034,0.000484918525213707
Bit_1004,0.0004844368225648461
Bit_1688,0.00048338853448860004
Bit_1405,0.0004830571843741845
Bit_202,0.00048250536432571065
Bit_191,0.0004821933848618111
Bit_335,0.0004821550718011463
Bit_45,0.000481594930034192
Bit_590,0.00048106905602578404
Bit_1737,0.00047959797599020685
Bit_1093,0.000478495014286409
Bit_940,0.00047789438496427967
Bit_1991,0.0004709312057077441
Bit_738,0.0004632458256290639
Bit_1411,0.00045792401380441244
Bit_854,0.0004578631028508024
Bit_1267,0.00045733795911926143
Bit_984,0.0004551792113042184
Bit_801,0.00045236182674680364
Bit_521,0.000451709928610286
Bit_1108,0.0004490256519496395
Bit_1970,0.0004443268049938821
Bit_1401,0.00044390746506777065
Bit_711,0.0004421995808513062
Bit_621,0.0004413137443935155
Bit_1260,0.0004406005289134816
Bit_1908,0.0004398324804820371
Bit_286,0.0004375461805957439
Bit_1285,0.0004371259746094465
Bit_1670,0.00043624862635177066
Bit_1506,0.0004355587214015606
Bit_407,0.0004313175487730935
Bit_1447,0.0004308931974008947
Bit_406,0.00043070090501915793
Bit_1522,0.00042765932610528936
Bit_783,0.00042756467962762275
Bit_1537,0.0004270459466701958
Bit_652,0.0004238462341031049
Bit_1847,0.0004224833386350555
Bit_1322,0.0004222871583403743
Bit_965,0.0004189194221722957
Bit_1567,0.0004147260827973267
Bit_674,0.0004110192290338805
Bit_1876,0.0004104242625237988
Bit_715,0.0004065722016548581
Bit_567,0.0004061230803041218
Bit_1364,0.00040608802282725385
Bit_1066,0.00040477939234091407
Bit_1939,0.00040295871222075717
Bit_97,0.0004027649935343885
Bit_351,0.00039965463162508166
Bit_547,0.00039896074517834906
Bit_806,0.00039734195898419924
Bit_809,0.00039710239982244423
Bit_60,0.0003934570538038415
Bit_1047,0.00039167088108490506
Bit_1243,0.0003898302944138155
Bit_980,0.0003893564763456457
Bit_1410,0.00038784878052226384
Bit_640,0.0003873318778922322
Bit_133,0.0003865802719988654
Bit_29,0.00038610036942516576
Bit_135,0.0003856310249257381
Bit_977,0.00038355913748050393
Bit_319,0.0003825955610959732
Bit_552,0.0003815937165076791
Bit_1960,0.0003805248002230031
Bit_213,0.0003796240008656564
Bit_1185,0.0003784515205405615
Bit_1349,0.0003779297983211907
Bit_1457,0.00037654378955600273
Bit_747,0.0003735172887402479
Bit_92,0.0003734190625316033
Bit_743,0.0003726714860529477
Bit_1070,0.000372344620693078
Bit_1793,0.0003678520793919122
Bit_384,0.000366935363070723
Bit_1511,0.00036653632146997037
Bit_591,0.00036607784161807647
Bit_1922,0.00036116675768760846
Bit_1157,0.00036098986031922226
Bit_779,0.00035979154410592686
Bit_1238,0.0003586988445078454
Bit_864,0.00035848111667794553
Bit_790,0.0003566713607486467
Bit_661,0.0003526326812102193
Bit_937,0.0003520759254021379
Bit_1435,0.000351697726719432
Bit_2044,0.000351098586502356
Bit_1001,0.00035067095636836225
Bit_1693,0.0003504700271977373
Bit_74,0.0003492278571703928
Bit_1589,0.0003490346094771264
Bit_597,0.0003476178446670318
Bit_828,0.0003467375834725906
Bit_1810,0.00034460930187612957
Bit_1956,0.00034240776795871943
Bit_1603,0.0003422215976587868
Bit_816,0.00034198911108414677
Bit_2009,0.0003409021840400095
Bit_1634,0.00033944347600834655
Bit_464,0.0003380646744709582
Bit_302,0.00033766447662845984
Bit_537,0.00033558500062461793
Bit_1866,0.00033465407343067797
Bit_1221,0.0003329139175172765
Bit_1240,0.00033261745670465386
Bit_1592,0.0003313309543691153
Bit_1294,0.0003301759570339424
Bit_251,0.00032989434199447555
Bit_918,0.00032880319496478674
Bit_592,0.0003251140625317382
Bit_838,0.0003249457542740624
Bit_28,0.00032360284921941824
Bit_1487,0.0003219320514030648
Bit_216,0.00032039405089757435
Bit_84,0.00031975955527955283
Bit_1158,0.00031955434044343684
Bit_725,0.00031946211027425925
Bit_383,0.0003180642359934212
Bit_323,0.0003173421997485364
Bit_1996,0.00031601357818721477
Bit_1631,0.00031421920454124713
Bit_1231,0.0003137923012206502
Bit_1595,0.00031332823772495775
Bit_1663,0.0003114946624632667
Bit_581,0.00031112771824062807
Bit_1649,0.00031109200058163214
Bit_190,0.00030998318240493117
Bit_526,0.0003082522681865324
Bit_83,0.00030502579048490524
Bit_735,0.0003049521932251509
Bit_94,0.00030352024185423027
Bit_325,0.00029855611005258283
Bit_1518,0.00029833430159411403
Bit_510,0.0002973293956859356
Bit_2017,0.0002965657259672246
Bit_611,0.00029571158486180123
Bit_684,0.0002951553780356463
Bit_1148,0.0002939368042601708
Bit_1509,0.00029341160112911533
Bit_144,0.00029225123450950377
Bit_1287,0.0002881272723259119
Bit_99,0.0002880335543068702
Bit_1063,0.00028719801532422064
Bit_1167,0.0002860188165075411
Bit_1440,0.0002850077062236616
Bit_1946,0.0002847858906976828
Bit_1421,0.00028395649575966035
Bit_438,0.0002831390987657941
Bit_106,0.00028247704898894436
Bit_1025,0.00028195277701030595
Bit_146,0.000280554569598231
Bit_1329,0.0002798596372582301
Bit_632,0.000278823322116416
Bit_987,0.00027879313907597686
Bit_1154,0.00027867703692104783
Bit_1327,0.00027821758165963976
Bit_2021,0.0002764495080301313
Bit_248,0.00027491568321195254
Bit_66,0.0002745146306406966
Bit_235,0.0002744061518227746
Bit_906,0.00027376580737651653
Bit_1831,0.0002735464570060407
Bit_1318,0.0002725915584846045
Bit_1131,0.00027216876583981966
Bit_879,0.00027140201227546224
Bit_1081,0.0002709344900803313
Bit_950,0.00027015748765993835
Bit_1430,0.000269883315497729
Bit_281,0.00026915598416115804
Bit_2022,0.00026849203706079617
Bit_1168,0.00026786688197182897
Bit_983,0.0002675870802224153
Bit_1368,0.00026743528941388804
Bit_1281,0.0002670907945999916
Bit_109,0.0002660014794446841
Bit_1265,0.00026492997020361884
Bit_945,0.0002642886901863405
Bit_334,0.0002639218218841578
Bit_115,0.0002635212848164455
Bit_1195,0.0002634456287277739
