y_real,y_pred,erro
6.11,6.920419819551539,0.8104198195515391
9.22,9.078352482850491,-0.14164751714950974
5.07,4.7785330128848225,-0.2914669871151778
8.13,8.000726848281023,-0.12927315171897824
8.8,8.158500553449363,-0.6414994465506378
7.39,7.971634243604993,0.5816342436049933
4.82,5.373682669489064,0.5536826694890635
8.12,8.117868660406884,-0.002131339593114845
8.8,8.885181111111123,0.08518111111112248
7.21,6.899520187607633,-0.31047981239236666
8.74,8.66868727106629,-0.07131272893371055
7.21,6.134246653974145,-1.0757533460258548
6.8,6.73713952046765,-0.06286047953234952
4.76,4.818935898377338,0.058935898377337814
6.62,7.02308125726907,0.4030812572690703
8.84,8.66868727106629,-0.1713127289337102
5.69,5.681386690812977,-0.008613309187023077
6.47,5.867916025778832,-0.6020839742211681
8.9,8.538884030910596,-0.36111596908940413
5.21,5.021744596475434,-0.1882554035245656
7.92,6.57688334082049,-1.3431166591795103
5.99,7.335458308534968,1.345458308534968
6.19,5.916800273405136,-0.27319972659486425
6.36,6.96431862422305,0.6043186242230494
4.54,4.749434797489953,0.20943479748995308
8.33,7.48266708523703,-0.84733291476297
7.38,7.14732457882096,-0.2326754211790396
6.41,6.320923712633447,-0.08907628736655315
8.36,8.158500553449363,-0.20149944655063656
5.23,5.797091618182426,0.5670916181824257
5.94,6.316012383998205,0.376012383998205
5.68,5.768254164667233,0.08825416466723368
6.98,6.642751028573713,-0.3372489714262876
5.75,6.01523906045484,0.2652390604548396
6.2,6.417191872669517,0.21719187266951678
5.92,6.203697843527035,0.283697843527035
6.42,7.1692591665053,0.7492591665052997
4.36,5.465541747953175,1.1055417479531746
6.75,6.862832754781319,0.11283275478131927
4.49,4.6606002809171,0.17060028091709967
7.12,6.891687047076308,-0.2283129529236918
4.38,5.455643134292122,1.0756431342921218
8.7,8.909822191142093,0.20982219114209322
4.29,4.80217977858297,0.5121797785829703
9.09,8.158500553449363,-0.931499446550637
8.39,7.2029191418022664,-1.1870808581977341
6.36,7.020306444039121,0.6603064440391204
6.81,6.279995853634607,-0.5300041463653926
5.65,5.931333867483882,0.28133386748388123
4.48,5.370575386800638,0.8905753868006379
6.71,6.908184840837665,0.19818484083766474
7.3,7.30340636534957,0.003406365349570173
4.55,4.997878102598601,0.44787810259860095
4.9,5.046978261066476,0.14697826106647582
4.39,4.857666822323224,0.4676668223232241
5.47,5.898204645413154,0.42820464541315406
8.48,8.846368412698416,0.36636841269841547
4.66,5.357490438388525,0.6974904383885248
6.96,6.320081802900623,-0.6399181970993766
4.68,5.084945882487105,0.4049458824871053
6.51,6.5118613057489885,0.0018613057489886842
8.0,7.8545358159794,-0.14546418402060013
6.72,6.2470397096947226,-0.4729602903052772
8.4,8.186066977759634,-0.2139330222403668
7.0,7.064040199109201,0.06404019910920056
8.43,8.505148218390795,0.07514821839079566
5.29,5.715526689967019,0.42552668996701914
4.67,4.897024271010906,0.22702427101090628
5.09,5.866962739817361,0.7769627398173613
7.58,7.460334854778062,-0.11966514522193794
4.48,5.090768447438919,0.610768447438919
5.36,4.901157042812634,-0.45884295718736645
6.03,6.390486208383492,0.36048620838349166
8.29,7.854475909890047,-0.4355240901099524
6.04,5.959707446022251,-0.08029255397774904
7.93,7.001267255375788,-0.9287327446242113
5.0,5.5926946111573015,0.5926946111573015
7.36,8.193747077075484,0.8337470770754836
7.05,6.549481424619604,-0.5005185753803962
4.5,7.614030256655127,3.114030256655127
7.16,6.726388730933085,-0.4336112690669154
6.58,6.742108341116746,0.16210834111674632
9.3,8.60017417061695,-0.6998258293830499
7.03,6.9745226417601724,-0.0554773582398278
8.3,8.350221111111122,0.05022111111112082
4.76,4.861406468228579,0.10140646822857935
7.79,7.585633912681509,-0.20436608731849137
5.15,4.8716937071113655,-0.27830629288863484
8.59,8.654937954253361,0.06493795425336124
7.4,6.2422827820388385,-1.157717217961162
7.24,7.362909760660938,0.12290976066093773
4.07,4.255187050705496,0.1851870507054958
7.87,8.226394199981867,0.3563941999818665
4.53,5.018959152926694,0.4889591529266939
7.1,7.233678384860154,0.13367838486015415
8.56,8.989828000000003,0.4298280000000023
7.33,7.464521983281804,0.13452198328180387
6.2,6.84027554407334,0.6402755440733401
4.84,5.998424936948223,1.1584249369482231
4.37,5.162745146600236,0.792745146600236
7.04,6.697625513163366,-0.34237448683663363
5.05,5.433249425068252,0.3832494250682519
8.62,8.150215796942314,-0.4697842030576851
6.84,7.13708657905347,0.29708657905347025
6.8,7.664309521781648,0.8643095217816485
5.67,6.107003054116064,0.4370030541160643
4.74,4.895797275047888,0.1557972750478882
8.89,7.549444283038831,-1.3405557169611697
6.46,7.07661096537408,0.6166109653740799
8.7,8.558349757838753,-0.141650242161246
5.51,5.386583212382624,-0.12341678761737551
8.92,8.974569590621806,0.05456959062180644
4.95,4.940940155482483,-0.009059844517516957
4.89,5.221443779754451,0.3314437797544514
5.36,6.196140081570153,0.8361400815701527
